"unique.id","file.name","label","duration","start.time","strain","rat.id","recording"
34,"T0000058","complex",0.0527,218.3664,"WK","WK8","MSX3"
35,"T0000058","flat",0.0302,218.7105,"WK","WK8","MSX3"
36,"T0000058","short",0.0092,218.8871,"WK","WK8","MSX3"
37,"T0000058","short-c",0.0117,219.8543,"WK","WK8","MSX3"
38,"T0000058","short",0.0066,226.2067,"WK","WK8","MSX3"
39,"T0000058","upward ramp",0.0133,228.7733,"WK","WK8","MSX3"
40,"T0000058","short-ur",0.0066,229.1404,"WK","WK8","MSX3"
42,"T0000058","flat",0.045,237.164,"WK","WK8","MSX3"
43,"T0000058","flat",0.0133,239.5427,"WK","WK8","MSX3"
44,"T0000058","short",0.0092,257.753,"WK","WK8","MSX3"
45,"T0000058","short-c",0.0076,257.7879,"WK","WK8","MSX3"
46,"T0000058","complex",0.0568,257.9834,"WK","WK8","MSX3"
47,"T0000058","flat",0.0768,258.1729,"WK","WK8","MSX3"
48,"T0000058","flat",0.0645,258.3828,"WK","WK8","MSX3"
49,"T0000058","unclear",0.0153,258.6368,"WK","WK8","MSX3"
50,"T0000058","inverted-u",0.0168,258.8031,"WK","WK8","MSX3"
51,"T0000058","flat",0.1049,258.9813,"WK","WK8","MSX3"
52,"T0000058","flat",0.0655,259.2153,"WK","WK8","MSX3"
53,"T0000058","flat",0.0235,259.4257,"WK","WK8","MSX3"
54,"T0000058","short",0.0087,259.6582,"WK","WK8","MSX3"
55,"T0000058","short",0.004,260.4216,"WK","WK8","MSX3"
56,"T0000058","step down",0.0307,266.8016,"WK","WK8","MSX3"
57,"T0000058","short",0.004,282.3603,"WK","WK8","MSX3"
58,"T0000058","inverted-u",0.0174,330.8108,"WK","WK8","MSX3"
59,"T0000058","flat",0.0174,363.3914,"WK","WK8","MSX3"
60,"T0000058","short",0.0056,365.807,"WK","WK8","MSX3"
61,"T0000058","flat",0.0261,373.6796,"WK","WK8","MSX3"
62,"T0000058","flat",0.0168,374.0538,"WK","WK8","MSX3"
63,"T0000058","flat",0.0163,374.2438,"WK","WK8","MSX3"
64,"T0000058","flat",0.0363,374.6114,"WK","WK8","MSX3"
65,"T0000058","flat",0.0353,377.0603,"WK","WK8","MSX3"
66,"T0000058","flat",0.0199,378.475,"WK","WK8","MSX3"
67,"T0000058","flat",0.0947,378.6618,"WK","WK8","MSX3"
68,"T0000058","complex",0.1223,378.8897,"WK","WK8","MSX3"
69,"T0000058","flat",0.1203,379.1902,"WK","WK8","MSX3"
70,"T0000058","inverted-u",0.0348,379.4457,"WK","WK8","MSX3"
71,"T0000058","flat",0.043,383.9436,"WK","WK8","MSX3"
72,"T0000058","step up",0.0819,384.193,"WK","WK8","MSX3"
73,"T0000058","flat",0.1361,384.4136,"WK","WK8","MSX3"
74,"T0000058","flat",0.1315,384.6778,"WK","WK8","MSX3"
75,"T0000058","flat",0.0573,384.9507,"WK","WK8","MSX3"
76,"T0000058","flat",0.0179,385.177,"WK","WK8","MSX3"
77,"T0000058","step up",0.0414,385.3701,"WK","WK8","MSX3"
78,"T0000058","short-c",0.0035,393.046,"WK","WK8","MSX3"
79,"T0000058","short",0.0056,396.2066,"WK","WK8","MSX3"
80,"T0000058","short",0.001,404.099,"WK","WK8","MSX3"
81,"T0000058","step up",0.0271,404.2593,"WK","WK8","MSX3"
82,"T0000058","short-ur",0.004,406.6764,"WK","WK8","MSX3"
83,"T0000058","flat",0.0163,417.9368,"WK","WK8","MSX3"
84,"T0000058","flat",0.0936,418.8717,"WK","WK8","MSX3"
85,"T0000058","flat",0.0245,421.7768,"WK","WK8","MSX3"
86,"T0000058","flat",0.0358,422.1798,"WK","WK8","MSX3"
87,"T0000058","flat-z",0.0936,422.3687,"WK","WK8","MSX3"
88,"T0000058","flat",0.0312,465.5513,"WK","WK8","MSX3"
89,"T0000058","flat",0.0783,465.773,"WK","WK8","MSX3"
90,"T0000058","short",0.0035,485.7005,"WK","WK8","MSX3"
91,"T0000058","short",0.0117,486.1061,"WK","WK8","MSX3"
92,"T0000058","short-ur",0.0122,496.0588,"WK","WK8","MSX3"
93,"T0000058","unclear",0.0204,526.7409,"WK","WK8","MSX3"
94,"T0000058","short",0.0076,566.8562,"WK","WK8","MSX3"
95,"T0000058","flat",0.0614,585.5201,"WK","WK8","MSX3"
96,"T0000058","complex",0.0793,585.6342,"WK","WK8","MSX3"
97,"T0000058","flat",0.1976,585.8472,"WK","WK8","MSX3"
98,"T0000058","flat",0.088,586.1703,"WK","WK8","MSX3"
99,"T0000058","flat",0.1203,586.4238,"WK","WK8","MSX3"
100,"T0000058","flat",0.0302,588.7877,"WK","WK8","MSX3"
101,"T0000058","short",0.0066,589.3729,"WK","WK8","MSX3"
102,"T0000058","flat",0.0189,589.952,"WK","WK8","MSX3"
103,"T0000058","flat",0.0225,590.3001,"WK","WK8","MSX3"
104,"T0000058","downward ramp",0.0194,591.5136,"WK","WK8","MSX3"
105,"T0000058","flat",0.0353,591.9175,"WK","WK8","MSX3"
106,"T0000058","short",0.0076,592.4357,"WK","WK8","MSX3"
107,"T0000058","flat",0.0409,593.8411,"WK","WK8","MSX3"
108,"T0000058","short",0.0051,595.2214,"WK","WK8","MSX3"
109,"T0000058","flat",0.0174,595.3198,"WK","WK8","MSX3"
110,"T0000058","multi-step",0.0384,595.4129,"WK","WK8","MSX3"
111,"T0000058","complex",0.0506,595.63,"WK","WK8","MSX3"
112,"T0000058","flat",0.0593,595.8671,"WK","WK8","MSX3"
113,"T0000058","complex",0.0363,619.7785,"WK","WK8","MSX3"
114,"T0000058","short",0.0061,619.8353,"WK","WK8","MSX3"
115,"T0000058","flat",0.0593,619.8763,"WK","WK8","MSX3"
116,"T0000058","flat",0.0409,620.0698,"WK","WK8","MSX3"
117,"T0000058","step down",0.0184,622.6498,"WK","WK8","MSX3"
118,"T0000058","short",0.0117,622.848,"WK","WK8","MSX3"
119,"T0000058","short",0.0051,626.4791,"WK","WK8","MSX3"
120,"T0000058","flat",0.1438,626.7734,"WK","WK8","MSX3"
121,"T0000058","short",0.004,626.9475,"WK","WK8","MSX3"
122,"T0000058","flat",0.0711,627.1871,"WK","WK8","MSX3"
123,"T0000058","short",0.0066,631.6344,"WK","WK8","MSX3"
124,"T0000058","short",0.0051,631.8822,"WK","WK8","MSX3"
125,"T0000058","flat",0.0189,631.9088,"WK","WK8","MSX3"
126,"T0000058","flat-z",0.064,631.958,"WK","WK8","MSX3"
127,"T0000058","flat",0.0819,632.0614,"WK","WK8","MSX3"
128,"T0000058","inverted-u",0.0128,632.2089,"WK","WK8","MSX3"
129,"T0000058","complex",0.0701,632.2938,"WK","WK8","MSX3"
130,"T0000058","upward ramp",0.0174,632.5053,"WK","WK8","MSX3"
131,"T0000058","short-c",0.0081,632.772,"WK","WK8","MSX3"
132,"T0000058","short",0.0097,632.9113,"WK","WK8","MSX3"
133,"T0000058","flat",0.0455,632.9641,"WK","WK8","MSX3"
134,"T0000058","flat-z",0.0348,633.1535,"WK","WK8","MSX3"
135,"T0000058","inverted-u",0.0174,633.3455,"WK","WK8","MSX3"
136,"T0000058","inverted-u",0.0204,634.7525,"WK","WK8","MSX3"
137,"T0000058","short",0.0081,635.3172,"WK","WK8","MSX3"
138,"T0000058","short",0.002,635.7462,"WK","WK8","MSX3"
139,"T0000058","flat",0.0204,636.5783,"WK","WK8","MSX3"
140,"T0000058","flat",0.0471,637.6857,"WK","WK8","MSX3"
141,"T0000058","multi-step",0.0537,642.3152,"WK","WK8","MSX3"
142,"T0000058","short",0.0056,643.4555,"WK","WK8","MSX3"
143,"T0000058","short",0.0076,644.1676,"WK","WK8","MSX3"
144,"T0000058","step up",0.0373,644.3341,"WK","WK8","MSX3"
145,"T0000058","short",0.0066,677.7318,"WK","WK8","MSX3"
146,"T0000058","flat",0.0501,707.9721,"WK","WK8","MSX3"
147,"T0000058","flat",0.1141,767.917,"WK","WK8","MSX3"
148,"T0000058","short",0.0015,808.0896,"WK","WK8","MSX3"
149,"T0000058","flat",0.0399,815.8223,"WK","WK8","MSX3"
150,"T0000058","flat",0.0558,816.1618,"WK","WK8","MSX3"
151,"T0000058","flat",0.0583,816.2641,"WK","WK8","MSX3"
152,"T0000058","flat",0.0281,846.3615,"WK","WK8","MSX3"
153,"T0000058","short-ur",0.003,859.7073,"WK","WK8","MSX3"
154,"T0000058","flat",0.0793,884.932,"WK","WK8","MSX3"
155,"T0000058","flat",0.0317,885.1563,"WK","WK8","MSX3"
156,"T0000058","flat",0.0599,885.5029,"WK","WK8","MSX3"
157,"T0000058","flat",0.068,886.5653,"WK","WK8","MSX3"
158,"T0000058","flat",0.0911,886.8526,"WK","WK8","MSX3"
159,"T0000058","flat",0.0788,887.1859,"WK","WK8","MSX3"
160,"T0000058","flat",0.0404,887.5028,"WK","WK8","MSX3"
161,"T0000058","flat",0.0711,887.7742,"WK","WK8","MSX3"
162,"T0000058","flat",0.065,902.2166,"WK","WK8","MSX3"
163,"T0000058","flat",0.0547,902.4035,"WK","WK8","MSX3"
164,"T0000058","flat",0.0302,902.7778,"WK","WK8","MSX3"
165,"T0000058","short",0.0051,908.44,"WK","WK8","MSX3"
166,"T0000058","flat",0.0742,908.8261,"WK","WK8","MSX3"
167,"T0000058","short",0.0025,978.582,"WK","WK8","MSX3"
168,"T0000058","flat",0.0609,978.7601,"WK","WK8","MSX3"
169,"T0000058","short",0.0025,991.621,"WK","WK8","MSX3"
170,"T0000058","flat",0.0215,991.8627,"WK","WK8","MSX3"
171,"T0000058","complex",0.0476,992.2478,"WK","WK8","MSX3"
172,"T0000058","flat",0.0143,993.2144,"WK","WK8","MSX3"
173,"T0000058","flat",0.0844,1011.8092,"WK","WK8","MSX3"
174,"T0000058","flat",0.1413,1012.1605,"WK","WK8","MSX3"
175,"T0000058","short",0.0081,1015.9534,"WK","WK8","MSX3"
176,"T0000058","short",0.0046,1045.5562,"WK","WK8","MSX3"
177,"T0000058","short",0.0035,1081.5042,"WK","WK8","MSX3"
178,"T0000058","short",0.0087,1101.743,"WK","WK8","MSX3"
179,"T0000058","flat",0.0194,1101.7973,"WK","WK8","MSX3"
180,"T0000058","flat",0.1013,1102.0262,"WK","WK8","MSX3"
181,"T0000058","flat",0.0414,1130.6854,"WK","WK8","MSX3"
182,"T0000058","short",0.0112,1130.7504,"WK","WK8","MSX3"
183,"T0000058","short",0.0087,1131.5911,"WK","WK8","MSX3"
184,"T0000058","complex",0.1192,1134.1414,"WK","WK8","MSX3"
185,"T0000058","complex",0.0378,1134.4261,"WK","WK8","MSX3"
186,"T0000058","flat",0.0424,1135.023,"WK","WK8","MSX3"
187,"T0000058","flat",0.0296,1135.0871,"WK","WK8","MSX3"
188,"T0000058","step up",0.0337,1135.3461,"WK","WK8","MSX3"
189,"T0000058","inverted-u",0.0163,1135.6395,"WK","WK8","MSX3"
190,"T0000058","step up",0.0215,1137.3782,"WK","WK8","MSX3"
191,"T0000058","short",0.0056,1137.5831,"WK","WK8","MSX3"
192,"T0000058","step up",0.0245,1138.0213,"WK","WK8","MSX3"
193,"T0000058","short",0.0133,1138.2175,"WK","WK8","MSX3"
194,"T0000058","short-c",0.0112,1138.2752,"WK","WK8","MSX3"
195,"T0000058","flat",0.0465,1138.4683,"WK","WK8","MSX3"
196,"T0000058","flat",0.0174,1139.1282,"WK","WK8","MSX3"
197,"T0000058","short",0.0025,1142.7911,"WK","WK8","MSX3"
198,"T0000058","short",0.0061,1148.5424,"WK","WK8","MSX3"
199,"T0000058","flat",0.0133,1157.8762,"WK","WK8","MSX3"
200,"T0000058","flat",0.0435,1192.857,"WK","WK8","MSX3"
201,"T0000058","flat",0.0184,1199.3072,"WK","WK8","MSX3"
202,"T0000058","short",0.0087,1204.9069,"WK","WK8","MSX3"
203,"T0000058","complex",0.0568,1205.1921,"WK","WK8","MSX3"
204,"T0000058","inverted-u",0.0148,1237.8941,"WK","WK8","MSX3"
205,"T0000058","step down",0.0558,1244.0821,"WK","WK8","MSX3"
206,"T0000058","short",0.0102,1252.0944,"WK","WK8","MSX3"
207,"T0000058","short",0.0061,1254.6293,"WK","WK8","MSX3"
208,"T0000058","flat",0.0184,1293.7185,"WK","WK8","MSX3"
209,"T0000058","short",0.0107,1294.0661,"WK","WK8","MSX3"
210,"T0000058","flat",0.0793,1294.3375,"WK","WK8","MSX3"
211,"T0000058","flat",0.0163,1300.0842,"WK","WK8","MSX3"
212,"T0000058","short",0.0015,1311.0072,"WK","WK8","MSX3"
213,"T0000058","flat",0.0204,1361.7509,"WK","WK8","MSX3"
214,"T0000058","flat",0.0455,1364.8005,"WK","WK8","MSX3"
215,"T0000058","flat",0.0215,1365.0682,"WK","WK8","MSX3"
216,"T0000058","short",0.0092,1366.1583,"WK","WK8","MSX3"
217,"T0000058","inverted-u",0.0138,1366.7901,"WK","WK8","MSX3"
218,"T0000058","flat",0.0424,1367.1961,"WK","WK8","MSX3"
219,"T0000058","flat",0.0522,1367.4864,"WK","WK8","MSX3"
220,"T0000058","flat",0.0414,1369.0812,"WK","WK8","MSX3"
221,"T0000058","inverted-u",0.0215,1371.8133,"WK","WK8","MSX3"
222,"T0000058","flat",0.1704,1384.9573,"WK","WK8","MSX3"
223,"T0000058","flat",0.0332,1385.4515,"WK","WK8","MSX3"
224,"T0000058","flat",0.1034,1386.1212,"WK","WK8","MSX3"
225,"T0000058","flat",0.0537,1396.4641,"WK","WK8","MSX3"
226,"T0000058","flat",0.023,1396.8005,"WK","WK8","MSX3"
227,"T0000058","flat",0.0317,1401.305,"WK","WK8","MSX3"
228,"T0000058","short-dr",0.0046,1402.6373,"WK","WK8","MSX3"
229,"T0000058","short-c",0.0056,1403.0981,"WK","WK8","MSX3"
230,"T0000058","short-ur",0.0025,1403.3709,"WK","WK8","MSX3"
231,"T0000058","complex",0.0645,1405.5551,"WK","WK8","MSX3"
232,"T0000058","flat",0.0148,1405.8111,"WK","WK8","MSX3"
233,"T0000058","short",0.0015,1405.8981,"WK","WK8","MSX3"
234,"T0000058","short",0.0015,1406.0103,"WK","WK8","MSX3"
235,"T0000058","flat",0.0296,1406.0462,"WK","WK8","MSX3"
236,"T0000058","flat",0.0353,1406.1184,"WK","WK8","MSX3"
237,"T0000058","flat",0.0245,1406.7103,"WK","WK8","MSX3"
238,"T0000058","flat",0.0225,1406.9252,"WK","WK8","MSX3"
239,"T0000058","short",0.0025,1407.4101,"WK","WK8","MSX3"
240,"T0000058","short",0.0035,1407.6221,"WK","WK8","MSX3"
241,"T0000058","flat",0.0573,1420.9874,"WK","WK8","MSX3"
242,"T0000058","flat",0.0153,1458.5881,"WK","WK8","MSX3"
243,"T0000058","flat",0.0302,1464.0625,"WK","WK8","MSX3"
244,"T0000058","flat",0.0358,1468.8941,"WK","WK8","MSX3"
245,"T0000058","short-c",0.0112,1527.3804,"WK","WK8","MSX3"
246,"T0000058","short",0.0015,1527.6492,"WK","WK8","MSX3"
247,"T0000058","step down",0.0476,1561.4422,"WK","WK8","MSX3"
248,"T0000058","flat",0.0215,1566.5704,"WK","WK8","MSX3"
249,"T0000058","short",0.0112,1566.9483,"WK","WK8","MSX3"
250,"T0000058","short-ur",0.0035,1595.0423,"WK","WK8","MSX3"
251,"T0000058","flat",0.0384,1608.9062,"WK","WK8","MSX3"
252,"T0000058","flat",0.0998,1609.3941,"WK","WK8","MSX3"
253,"T0000058","flat",0.0266,1638.0754,"WK","WK8","MSX3"
254,"T0000058","flat",0.0609,1638.4901,"WK","WK8","MSX3"
255,"T0000058","short-ur",0.0035,1638.8582,"WK","WK8","MSX3"
256,"T0000058","short",0.0056,1643.7442,"WK","WK8","MSX3"
257,"T0000058","complex",0.1838,1644.1892,"WK","WK8","MSX3"
258,"T0000058","complex",0.0373,1644.5014,"WK","WK8","MSX3"
259,"T0000058","short",0.0035,1653.2863,"WK","WK8","MSX3"
260,"T0000058","unclear",0.0522,1700.9475,"WK","WK8","MSX3"
261,"T0000058","unclear",0.0343,1705.2333,"WK","WK8","MSX3"
262,"T0000058","inverted-u",0.0204,1705.2922,"WK","WK8","MSX3"
263,"T0000058","upward ramp",0.0225,1706.9343,"WK","WK8","MSX3"
264,"T0000058","flat",0.0348,1710.1522,"WK","WK8","MSX3"
265,"T0000058","flat",0.0916,1735.2642,"WK","WK8","MSX3"
266,"T0000058","flat",0.0204,1735.47,"WK","WK8","MSX3"
267,"T0000058","flat-z",0.1013,1735.7645,"WK","WK8","MSX3"
268,"T0000058","short",0.0107,1735.9451,"WK","WK8","MSX3"
269,"T0000058","short",0.0056,1747.3751,"WK","WK8","MSX3"
270,"T0000058","complex",0.0476,1747.6511,"WK","WK8","MSX3"
271,"T0000058","short-ur",0.0046,1747.8712,"WK","WK8","MSX3"
272,"T0000058","complex",0.0496,1749.9602,"WK","WK8","MSX3"
273,"T0000058","flat",0.0337,1750.1741,"WK","WK8","MSX3"
274,"T0000058","short",0.0046,1769.5913,"WK","WK8","MSX3"
275,"T0000058","flat",0.0296,1773.4532,"WK","WK8","MSX3"
276,"T0000060","complex",0.1889,0.1914,"WK","WK4","MSX3"
277,"T0000060","flat",0.1582,0.5022,"WK","WK4","MSX3"
278,"T0000060","short-c",0.0102,1.2021,"WK","WK4","MSX3"
279,"T0000060","flat",0.0942,1.3506,"WK","WK4","MSX3"
280,"T0000060","flat",0.0522,1.4684,"WK","WK4","MSX3"
281,"T0000060","flat",0.0696,1.6931,"WK","WK4","MSX3"
282,"T0000060","multi-step-s",0.0399,7.4183,"WK","WK4","MSX3"
283,"T0000060","flat",0.0286,7.6349,"WK","WK4","MSX3"
284,"T0000060","short",0.0071,9.7454,"WK","WK4","MSX3"
285,"T0000060","flat",0.0148,9.9138,"WK","WK4","MSX3"
288,"T0000060","short-ur",0.0092,10.6644,"WK","WK4","MSX3"
289,"T0000060","flat-mz",0.1413,10.7248,"WK","WK4","MSX3"
290,"T0000060","flat",0.0153,10.8974,"WK","WK4","MSX3"
292,"T0000060","inverted-u",0.0174,11.2199,"WK","WK4","MSX3"
293,"T0000060","short",0.003,11.3111,"WK","WK4","MSX3"
295,"T0000060","short",0.0112,11.5691,"WK","WK4","MSX3"
297,"T0000060","short",0.0092,11.7376,"WK","WK4","MSX3"
298,"T0000060","short-ur",0.0076,11.8568,"WK","WK4","MSX3"
299,"T0000060","step down",0.024,11.9183,"WK","WK4","MSX3"
300,"T0000060","short-c",0.0061,12.0304,"WK","WK4","MSX3"
302,"T0000060","short",0.0035,12.2393,"WK","WK4","MSX3"
303,"T0000060","flat",0.0363,12.3463,"WK","WK4","MSX3"
304,"T0000060","short",0.0051,12.4221,"WK","WK4","MSX3"
305,"T0000060","short",0.0071,12.5363,"WK","WK4","MSX3"
307,"T0000060","short",0.0035,12.8967,"WK","WK4","MSX3"
309,"T0000060","flat",0.0133,13.101,"WK","WK4","MSX3"
310,"T0000060","short-c",0.0076,13.4732,"WK","WK4","MSX3"
311,"T0000060","short",0.004,13.803,"WK","WK4","MSX3"
312,"T0000060","step up",0.0378,13.9801,"WK","WK4","MSX3"
313,"T0000060","short",0.0066,14.4076,"WK","WK4","MSX3"
314,"T0000060","unclear",0.0148,14.7906,"WK","WK4","MSX3"
315,"T0000060","step down",0.0701,14.8633,"WK","WK4","MSX3"
316,"T0000060","upward ramp",0.0174,16.5831,"WK","WK4","MSX3"
317,"T0000060","flat",0.025,16.7951,"WK","WK4","MSX3"
318,"T0000060","flat-z",0.0266,17.0311,"WK","WK4","MSX3"
319,"T0000060","short",0.0102,17.0885,"WK","WK4","MSX3"
320,"T0000060","flat",0.0368,17.2631,"WK","WK4","MSX3"
321,"T0000060","short",0.0076,22.3216,"WK","WK4","MSX3"
322,"T0000060","flat",0.022,30.5914,"WK","WK4","MSX3"
323,"T0000060","flat",0.0194,33.8181,"WK","WK4","MSX3"
324,"T0000060","flat",0.0332,33.8959,"WK","WK4","MSX3"
325,"T0000060","flat",0.0189,34.3521,"WK","WK4","MSX3"
326,"T0000060","flat",0.0271,34.8523,"WK","WK4","MSX3"
327,"T0000060","step up",0.0696,35.0566,"WK","WK4","MSX3"
328,"T0000060","flat",0.0757,35.2593,"WK","WK4","MSX3"
329,"T0000060","step up",0.1233,35.5394,"WK","WK4","MSX3"
330,"T0000060","flat",0.0348,35.8246,"WK","WK4","MSX3"
331,"T0000060","inverted-u",0.0291,35.9357,"WK","WK4","MSX3"
332,"T0000060","complex",0.0988,36.0683,"WK","WK4","MSX3"
333,"T0000060","flat",0.0691,36.3525,"WK","WK4","MSX3"
334,"T0000060","flat",0.0194,38.638,"WK","WK4","MSX3"
335,"T0000060","trill",0.0465,39.3354,"WK","WK4","MSX3"
336,"T0000060","flat",0.0368,70.1496,"WK","WK4","MSX3"
337,"T0000060","flat",0.045,70.3462,"WK","WK4","MSX3"
338,"T0000060","flat",0.0829,76.1753,"WK","WK4","MSX3"
339,"T0000060","flat",0.0404,79.6026,"WK","WK4","MSX3"
340,"T0000060","short-c",0.0046,79.6646,"WK","WK4","MSX3"
341,"T0000060","short",0.0025,79.8709,"WK","WK4","MSX3"
342,"T0000060","flat",0.0337,81.1581,"WK","WK4","MSX3"
343,"T0000060","short",5e-04,81.7402,"WK","WK4","MSX3"
344,"T0000060","short",0.0046,81.8611,"WK","WK4","MSX3"
345,"T0000060","short",0.0035,81.9583,"WK","WK4","MSX3"
346,"T0000060","flat",0.0885,82.0986,"WK","WK4","MSX3"
347,"T0000060","short",0.0035,82.4191,"WK","WK4","MSX3"
348,"T0000060","short",0.001,82.668,"WK","WK4","MSX3"
349,"T0000060","unclear",0.0153,84.1451,"WK","WK4","MSX3"
350,"T0000060","short",0.0092,112.7321,"WK","WK4","MSX3"
351,"T0000060","short",0.004,112.7772,"WK","WK4","MSX3"
352,"T0000060","flat",0.0814,114.1872,"WK","WK4","MSX3"
353,"T0000060","inverted-u",0.0138,114.882,"WK","WK4","MSX3"
354,"T0000060","unclear",0.0122,114.9214,"WK","WK4","MSX3"
355,"T0000060","flat",0.0133,115.374,"WK","WK4","MSX3"
356,"T0000060","flat",0.0394,115.4155,"WK","WK4","MSX3"
357,"T0000060","short",0.0076,115.6689,"WK","WK4","MSX3"
358,"T0000060","flat",0.0455,116.1343,"WK","WK4","MSX3"
359,"T0000060","step up",0.022,116.6627,"WK","WK4","MSX3"
360,"T0000060","flat",0.0527,116.9141,"WK","WK4","MSX3"
361,"T0000060","flat",0.1612,117.7098,"WK","WK4","MSX3"
362,"T0000060","flat",0.0256,118.6805,"WK","WK4","MSX3"
363,"T0000060","short",0.0051,121.8713,"WK","WK4","MSX3"
364,"T0000060","short",0.0107,122.0623,"WK","WK4","MSX3"
365,"T0000060","step up",0.0322,122.2691,"WK","WK4","MSX3"
366,"T0000060","flat",0.0174,122.7048,"WK","WK4","MSX3"
367,"T0000060","short",0.0035,123.4083,"WK","WK4","MSX3"
368,"T0000060","short",0.0066,123.6106,"WK","WK4","MSX3"
369,"T0000060","short",0.0061,123.6398,"WK","WK4","MSX3"
370,"T0000060","trill",0.0384,123.7847,"WK","WK4","MSX3"
371,"T0000060","flat",0.0368,123.947,"WK","WK4","MSX3"
372,"T0000060","short",0.0051,133.2346,"WK","WK4","MSX3"
373,"T0000060","flat",0.0199,140.2741,"WK","WK4","MSX3"
374,"T0000060","unclear",0.0102,143.6994,"WK","WK4","MSX3"
375,"T0000060","short",0.0112,146.0991,"WK","WK4","MSX3"
376,"T0000060","short",0.0025,147.9091,"WK","WK4","MSX3"
377,"T0000060","short",0.0061,148.6156,"WK","WK4","MSX3"
378,"T0000060","unclear",0.1264,161.1212,"WK","WK4","MSX3"
379,"T0000060","short",0.0015,161.9635,"WK","WK4","MSX3"
380,"T0000060","short",0.0046,170.0915,"WK","WK4","MSX3"
381,"T0000060","short-su",0.0107,171.0714,"WK","WK4","MSX3"
382,"T0000060","flat",0.0204,171.2337,"WK","WK4","MSX3"
383,"T0000060","complex",0.0537,172.0217,"WK","WK4","MSX3"
384,"T0000060","flat",0.0936,182.1388,"WK","WK4","MSX3"
385,"T0000060","flat",0.1162,182.4297,"WK","WK4","MSX3"
386,"T0000060","complex",0.0926,182.7246,"WK","WK4","MSX3"
387,"T0000060","flat",0.1884,182.9739,"WK","WK4","MSX3"
388,"T0000060","inverted-u",0.0215,184.2252,"WK","WK4","MSX3"
389,"T0000060","flat",0.0931,184.4305,"WK","WK4","MSX3"
390,"T0000060","short",0.0051,185.453,"WK","WK4","MSX3"
391,"T0000060","unclear",0.0363,198.9795,"WK","WK4","MSX3"
392,"T0000060","unclear",0.0465,199.1423,"WK","WK4","MSX3"
393,"T0000060","unclear",0.0291,199.3333,"WK","WK4","MSX3"
394,"T0000060","unclear",0.0302,199.513,"WK","WK4","MSX3"
395,"T0000060","unclear",0.0404,199.6712,"WK","WK4","MSX3"
396,"T0000060","flat",0.0286,199.8607,"WK","WK4","MSX3"
397,"T0000060","unclear",0.0332,200.1587,"WK","WK4","MSX3"
398,"T0000060","complex",0.0455,214.5372,"WK","WK4","MSX3"
399,"T0000060","step up",0.0179,224.6174,"WK","WK4","MSX3"
400,"T0000060","step up",0.0189,225.0746,"WK","WK4","MSX3"
401,"T0000060","short",0.0071,226.0382,"WK","WK4","MSX3"
402,"T0000060","flat",0.0235,226.5021,"WK","WK4","MSX3"
403,"T0000060","short",0.0035,226.8794,"WK","WK4","MSX3"
404,"T0000060","step up",0.0711,227.0428,"WK","WK4","MSX3"
405,"T0000060","flat",0.0901,227.2665,"WK","WK4","MSX3"
