"unique.id","file.name","label","start.time","strain","rat.id","recording"
109,"T0000058","flat",595.3198,"WK","WK8","MSX3"
110,"T0000058","multi-step",595.4129,"WK","WK8","MSX3"
111,"T0000058","complex",595.63,"WK","WK8","MSX3"
112,"T0000058","flat",595.8671,"WK","WK8","MSX3"
113,"T0000058","complex",619.7785,"WK","WK8","MSX3"
114,"T0000058","short",619.8353,"WK","WK8","MSX3"
115,"T0000058","flat",619.8763,"WK","WK8","MSX3"
116,"T0000058","flat",620.0698,"WK","WK8","MSX3"
117,"T0000058","step down",622.6498,"WK","WK8","MSX3"
118,"T0000058","short",622.848,"WK","WK8","MSX3"
119,"T0000058","short",626.4791,"WK","WK8","MSX3"
120,"T0000058","flat",626.7734,"WK","WK8","MSX3"
121,"T0000058","short",626.9475,"WK","WK8","MSX3"
122,"T0000058","flat",627.1871,"WK","WK8","MSX3"
123,"T0000058","short",631.6344,"WK","WK8","MSX3"
124,"T0000058","short",631.8822,"WK","WK8","MSX3"
125,"T0000058","flat",631.9088,"WK","WK8","MSX3"
126,"T0000058","flat-z",631.958,"WK","WK8","MSX3"
127,"T0000058","flat",632.0614,"WK","WK8","MSX3"
128,"T0000058","inverted-u",632.2089,"WK","WK8","MSX3"
129,"T0000058","complex",632.2938,"WK","WK8","MSX3"
130,"T0000058","upward ramp",632.5053,"WK","WK8","MSX3"
131,"T0000058","short-c",632.772,"WK","WK8","MSX3"
132,"T0000058","short",632.9113,"WK","WK8","MSX3"
133,"T0000058","flat",632.9641,"WK","WK8","MSX3"
134,"T0000058","flat-z",633.1535,"WK","WK8","MSX3"
135,"T0000058","inverted-u",633.3455,"WK","WK8","MSX3"
136,"T0000058","inverted-u",634.7525,"WK","WK8","MSX3"
137,"T0000058","short",635.3172,"WK","WK8","MSX3"
138,"T0000058","short",635.7462,"WK","WK8","MSX3"
139,"T0000058","flat",636.5783,"WK","WK8","MSX3"
140,"T0000058","flat",637.6857,"WK","WK8","MSX3"
141,"T0000058","multi-step",642.3152,"WK","WK8","MSX3"
142,"T0000058","short",643.4555,"WK","WK8","MSX3"
143,"T0000058","short",644.1676,"WK","WK8","MSX3"
144,"T0000058","step up",644.3341,"WK","WK8","MSX3"
145,"T0000058","short",677.7318,"WK","WK8","MSX3"
146,"T0000058","flat",707.9721,"WK","WK8","MSX3"
147,"T0000058","flat",767.917,"WK","WK8","MSX3"
148,"T0000058","short",808.0896,"WK","WK8","MSX3"
149,"T0000058","flat",815.8223,"WK","WK8","MSX3"
150,"T0000058","flat",816.1618,"WK","WK8","MSX3"
151,"T0000058","flat",816.2641,"WK","WK8","MSX3"
152,"T0000058","flat",846.3615,"WK","WK8","MSX3"
153,"T0000058","short-ur",859.7073,"WK","WK8","MSX3"
154,"T0000058","flat",884.932,"WK","WK8","MSX3"
155,"T0000058","flat",885.1563,"WK","WK8","MSX3"
156,"T0000058","flat",885.5029,"WK","WK8","MSX3"
157,"T0000058","flat",886.5653,"WK","WK8","MSX3"
158,"T0000058","flat",886.8526,"WK","WK8","MSX3"
159,"T0000058","flat",887.1859,"WK","WK8","MSX3"
160,"T0000058","flat",887.5028,"WK","WK8","MSX3"
161,"T0000058","flat",887.7742,"WK","WK8","MSX3"
162,"T0000058","flat",902.2166,"WK","WK8","MSX3"
163,"T0000058","flat",902.4035,"WK","WK8","MSX3"
164,"T0000058","flat",902.7778,"WK","WK8","MSX3"
165,"T0000058","short",908.44,"WK","WK8","MSX3"
166,"T0000058","flat",908.8261,"WK","WK8","MSX3"
167,"T0000058","short",978.582,"WK","WK8","MSX3"
168,"T0000058","flat",978.7601,"WK","WK8","MSX3"
169,"T0000058","short",991.621,"WK","WK8","MSX3"
170,"T0000058","flat",991.8627,"WK","WK8","MSX3"
171,"T0000058","complex",992.2478,"WK","WK8","MSX3"
172,"T0000058","flat",993.2144,"WK","WK8","MSX3"
173,"T0000058","flat",1011.8092,"WK","WK8","MSX3"
174,"T0000058","flat",1012.1605,"WK","WK8","MSX3"
175,"T0000058","short",1015.9534,"WK","WK8","MSX3"
176,"T0000058","short",1045.5562,"WK","WK8","MSX3"
177,"T0000058","short",1081.5042,"WK","WK8","MSX3"
178,"T0000058","short",1101.743,"WK","WK8","MSX3"
179,"T0000058","flat",1101.7973,"WK","WK8","MSX3"
180,"T0000058","flat",1102.0262,"WK","WK8","MSX3"
181,"T0000058","flat",1130.6854,"WK","WK8","MSX3"
182,"T0000058","short",1130.7504,"WK","WK8","MSX3"
183,"T0000058","short",1131.5911,"WK","WK8","MSX3"
184,"T0000058","complex",1134.1414,"WK","WK8","MSX3"
185,"T0000058","complex",1134.4261,"WK","WK8","MSX3"
186,"T0000058","flat",1135.023,"WK","WK8","MSX3"
187,"T0000058","flat",1135.0871,"WK","WK8","MSX3"
188,"T0000058","step up",1135.3461,"WK","WK8","MSX3"
189,"T0000058","inverted-u",1135.6395,"WK","WK8","MSX3"
190,"T0000058","step up",1137.3782,"WK","WK8","MSX3"
191,"T0000058","short",1137.5831,"WK","WK8","MSX3"
192,"T0000058","step up",1138.0213,"WK","WK8","MSX3"
193,"T0000058","short",1138.2175,"WK","WK8","MSX3"
194,"T0000058","short-c",1138.2752,"WK","WK8","MSX3"
195,"T0000058","flat",1138.4683,"WK","WK8","MSX3"
196,"T0000058","flat",1139.1282,"WK","WK8","MSX3"
197,"T0000058","short",1142.7911,"WK","WK8","MSX3"
198,"T0000058","short",1148.5424,"WK","WK8","MSX3"
199,"T0000058","flat",1157.8762,"WK","WK8","MSX3"
200,"T0000058","flat",1192.857,"WK","WK8","MSX3"
201,"T0000058","flat",1199.3072,"WK","WK8","MSX3"
202,"T0000058","short",1204.9069,"WK","WK8","MSX3"
203,"T0000058","complex",1205.1921,"WK","WK8","MSX3"
204,"T0000058","inverted-u",1237.8941,"WK","WK8","MSX3"
205,"T0000058","step down",1244.0821,"WK","WK8","MSX3"
206,"T0000058","short",1252.0944,"WK","WK8","MSX3"
207,"T0000058","short",1254.6293,"WK","WK8","MSX3"
208,"T0000058","flat",1293.7185,"WK","WK8","MSX3"
209,"T0000058","short",1294.0661,"WK","WK8","MSX3"
210,"T0000058","flat",1294.3375,"WK","WK8","MSX3"
211,"T0000058","flat",1300.0842,"WK","WK8","MSX3"
212,"T0000058","short",1311.0072,"WK","WK8","MSX3"
213,"T0000058","flat",1361.7509,"WK","WK8","MSX3"
214,"T0000058","flat",1364.8005,"WK","WK8","MSX3"
215,"T0000058","flat",1365.0682,"WK","WK8","MSX3"
216,"T0000058","short",1366.1583,"WK","WK8","MSX3"
217,"T0000058","inverted-u",1366.7901,"WK","WK8","MSX3"
218,"T0000058","flat",1367.1961,"WK","WK8","MSX3"
219,"T0000058","flat",1367.4864,"WK","WK8","MSX3"
220,"T0000058","flat",1369.0812,"WK","WK8","MSX3"
221,"T0000058","inverted-u",1371.8133,"WK","WK8","MSX3"
222,"T0000058","flat",1384.9573,"WK","WK8","MSX3"
223,"T0000058","flat",1385.4515,"WK","WK8","MSX3"
224,"T0000058","flat",1386.1212,"WK","WK8","MSX3"
225,"T0000058","flat",1396.4641,"WK","WK8","MSX3"
226,"T0000058","flat",1396.8005,"WK","WK8","MSX3"
227,"T0000058","flat",1401.305,"WK","WK8","MSX3"
228,"T0000058","short-dr",1402.6373,"WK","WK8","MSX3"
229,"T0000058","short-c",1403.0981,"WK","WK8","MSX3"
230,"T0000058","short-ur",1403.3709,"WK","WK8","MSX3"
231,"T0000058","complex",1405.5551,"WK","WK8","MSX3"
232,"T0000058","flat",1405.8111,"WK","WK8","MSX3"
233,"T0000058","short",1405.8981,"WK","WK8","MSX3"
234,"T0000058","short",1406.0103,"WK","WK8","MSX3"
235,"T0000058","flat",1406.0462,"WK","WK8","MSX3"
236,"T0000058","flat",1406.1184,"WK","WK8","MSX3"
237,"T0000058","flat",1406.7103,"WK","WK8","MSX3"
238,"T0000058","flat",1406.9252,"WK","WK8","MSX3"
239,"T0000058","short",1407.4101,"WK","WK8","MSX3"
240,"T0000058","short",1407.6221,"WK","WK8","MSX3"
241,"T0000058","flat",1420.9874,"WK","WK8","MSX3"
242,"T0000058","flat",1458.5881,"WK","WK8","MSX3"
243,"T0000058","flat",1464.0625,"WK","WK8","MSX3"
244,"T0000058","flat",1468.8941,"WK","WK8","MSX3"
245,"T0000058","short-c",1527.3804,"WK","WK8","MSX3"
246,"T0000058","short",1527.6492,"WK","WK8","MSX3"
247,"T0000058","step down",1561.4422,"WK","WK8","MSX3"
248,"T0000058","flat",1566.5704,"WK","WK8","MSX3"
249,"T0000058","short",1566.9483,"WK","WK8","MSX3"
250,"T0000058","short-ur",1595.0423,"WK","WK8","MSX3"
251,"T0000058","flat",1608.9062,"WK","WK8","MSX3"
252,"T0000058","flat",1609.3941,"WK","WK8","MSX3"
253,"T0000058","flat",1638.0754,"WK","WK8","MSX3"
254,"T0000058","flat",1638.4901,"WK","WK8","MSX3"
255,"T0000058","short-ur",1638.8582,"WK","WK8","MSX3"
256,"T0000058","short",1643.7442,"WK","WK8","MSX3"
257,"T0000058","complex",1644.1892,"WK","WK8","MSX3"
258,"T0000058","complex",1644.5014,"WK","WK8","MSX3"
259,"T0000058","short",1653.2863,"WK","WK8","MSX3"
260,"T0000058","unclear",1700.9475,"WK","WK8","MSX3"
261,"T0000058","unclear",1705.2333,"WK","WK8","MSX3"
262,"T0000058","inverted-u",1705.2922,"WK","WK8","MSX3"
263,"T0000058","upward ramp",1706.9343,"WK","WK8","MSX3"
264,"T0000058","flat",1710.1522,"WK","WK8","MSX3"
265,"T0000058","flat",1735.2642,"WK","WK8","MSX3"
266,"T0000058","flat",1735.47,"WK","WK8","MSX3"
267,"T0000058","flat-z",1735.7645,"WK","WK8","MSX3"
268,"T0000058","short",1735.9451,"WK","WK8","MSX3"
269,"T0000058","short",1747.3751,"WK","WK8","MSX3"
270,"T0000058","complex",1747.6511,"WK","WK8","MSX3"
271,"T0000058","short-ur",1747.8712,"WK","WK8","MSX3"
272,"T0000058","complex",1749.9602,"WK","WK8","MSX3"
273,"T0000058","flat",1750.1741,"WK","WK8","MSX3"
274,"T0000058","short",1769.5913,"WK","WK8","MSX3"
275,"T0000058","flat",1773.4532,"WK","WK8","MSX3"
276,"T0000060","complex",0.1914,"WK","WK4","MSX3"
277,"T0000060","flat",0.5022,"WK","WK4","MSX3"
278,"T0000060","short-c",1.2021,"WK","WK4","MSX3"
279,"T0000060","flat",1.3506,"WK","WK4","MSX3"
280,"T0000060","flat",1.4684,"WK","WK4","MSX3"
281,"T0000060","flat",1.6931,"WK","WK4","MSX3"
282,"T0000060","multi-step-s",7.4183,"WK","WK4","MSX3"
283,"T0000060","flat",7.6349,"WK","WK4","MSX3"
284,"T0000060","short",9.7454,"WK","WK4","MSX3"
285,"T0000060","flat",9.9138,"WK","WK4","MSX3"
286,"T0000060","complex under flat",9.9973,"WK","WK4","MSX3"
287,"T0000060","flat-mz flat flat-z short",10.3239,"WK","WK4","MSX3"
288,"T0000060","short-ur",10.6644,"WK","WK4","MSX3"
289,"T0000060","flat-mz",10.7248,"WK","WK4","MSX3"
290,"T0000060","flat",10.8974,"WK","WK4","MSX3"
291,"T0000060","flat under flat",10.9926,"WK","WK4","MSX3"
292,"T0000060","inverted-u",11.2199,"WK","WK4","MSX3"
293,"T0000060","short",11.3111,"WK","WK4","MSX3"
294,"T0000060","short over step down",11.4897,"WK","WK4","MSX3"
295,"T0000060","short",11.5691,"WK","WK4","MSX3"
297,"T0000060","short",11.7376,"WK","WK4","MSX3"
298,"T0000060","short-ur",11.8568,"WK","WK4","MSX3"
299,"T0000060","step down",11.9183,"WK","WK4","MSX3"
300,"T0000060","short-c",12.0304,"WK","WK4","MSX3"
301,"T0000060","short over short",12.2147,"WK","WK4","MSX3"
302,"T0000060","short",12.2393,"WK","WK4","MSX3"
303,"T0000060","flat",12.3463,"WK","WK4","MSX3"
304,"T0000060","short",12.4221,"WK","WK4","MSX3"
305,"T0000060","short",12.5363,"WK","WK4","MSX3"
306,"T0000060","flat under flat",12.5952,"WK","WK4","MSX3"
307,"T0000060","short",12.8967,"WK","WK4","MSX3"
308,"T0000060","flat under short",12.9264,"WK","WK4","MSX3"
309,"T0000060","flat",13.101,"WK","WK4","MSX3"
310,"T0000060","short-c",13.4732,"WK","WK4","MSX3"
311,"T0000060","short",13.803,"WK","WK4","MSX3"
312,"T0000060","step up",13.9801,"WK","WK4","MSX3"
313,"T0000060","short",14.4076,"WK","WK4","MSX3"
314,"T0000060","unclear",14.7906,"WK","WK4","MSX3"
315,"T0000060","step down",14.8633,"WK","WK4","MSX3"
316,"T0000060","upward ramp",16.5831,"WK","WK4","MSX3"
317,"T0000060","flat",16.7951,"WK","WK4","MSX3"
318,"T0000060","flat-z",17.0311,"WK","WK4","MSX3"
319,"T0000060","short",17.0885,"WK","WK4","MSX3"
320,"T0000060","flat",17.2631,"WK","WK4","MSX3"
321,"T0000060","short",22.3216,"WK","WK4","MSX3"
322,"T0000060","flat",30.5914,"WK","WK4","MSX3"
323,"T0000060","flat",33.8181,"WK","WK4","MSX3"
324,"T0000060","flat",33.8959,"WK","WK4","MSX3"
325,"T0000060","flat",34.3521,"WK","WK4","MSX3"
326,"T0000060","flat",34.8523,"WK","WK4","MSX3"
327,"T0000060","step up",35.0566,"WK","WK4","MSX3"
328,"T0000060","flat",35.2593,"WK","WK4","MSX3"
329,"T0000060","step up",35.5394,"WK","WK4","MSX3"
330,"T0000060","flat",35.8246,"WK","WK4","MSX3"
331,"T0000060","inverted-u",35.9357,"WK","WK4","MSX3"
332,"T0000060","complex",36.0683,"WK","WK4","MSX3"
333,"T0000060","flat",36.3525,"WK","WK4","MSX3"
334,"T0000060","flat",38.638,"WK","WK4","MSX3"
335,"T0000060","trill",39.3354,"WK","WK4","MSX3"
336,"T0000060","flat",70.1496,"WK","WK4","MSX3"
337,"T0000060","flat",70.3462,"WK","WK4","MSX3"
338,"T0000060","flat",76.1753,"WK","WK4","MSX3"
339,"T0000060","flat",79.6026,"WK","WK4","MSX3"
340,"T0000060","short-c",79.6646,"WK","WK4","MSX3"
341,"T0000060","short",79.8709,"WK","WK4","MSX3"
342,"T0000060","flat",81.1581,"WK","WK4","MSX3"
343,"T0000060","short",81.7402,"WK","WK4","MSX3"
344,"T0000060","short",81.8611,"WK","WK4","MSX3"
345,"T0000060","short",81.9583,"WK","WK4","MSX3"
346,"T0000060","flat",82.0986,"WK","WK4","MSX3"
347,"T0000060","short",82.4191,"WK","WK4","MSX3"
348,"T0000060","short",82.668,"WK","WK4","MSX3"
349,"T0000060","unclear",84.1451,"WK","WK4","MSX3"
350,"T0000060","short",112.7321,"WK","WK4","MSX3"
351,"T0000060","short",112.7772,"WK","WK4","MSX3"
352,"T0000060","flat",114.1872,"WK","WK4","MSX3"
353,"T0000060","inverted-u",114.882,"WK","WK4","MSX3"
354,"T0000060","unclear",114.9214,"WK","WK4","MSX3"
355,"T0000060","flat",115.374,"WK","WK4","MSX3"
356,"T0000060","flat",115.4155,"WK","WK4","MSX3"
357,"T0000060","short",115.6689,"WK","WK4","MSX3"
358,"T0000060","flat",116.1343,"WK","WK4","MSX3"
359,"T0000060","step up",116.6627,"WK","WK4","MSX3"
360,"T0000060","flat",116.9141,"WK","WK4","MSX3"
361,"T0000060","flat",117.7098,"WK","WK4","MSX3"
362,"T0000060","flat",118.6805,"WK","WK4","MSX3"
363,"T0000060","short",121.8713,"WK","WK4","MSX3"
364,"T0000060","short",122.0623,"WK","WK4","MSX3"
365,"T0000060","step up",122.2691,"WK","WK4","MSX3"
366,"T0000060","flat",122.7048,"WK","WK4","MSX3"
367,"T0000060","short",123.4083,"WK","WK4","MSX3"
368,"T0000060","short",123.6106,"WK","WK4","MSX3"
369,"T0000060","short",123.6398,"WK","WK4","MSX3"
370,"T0000060","trill",123.7847,"WK","WK4","MSX3"
371,"T0000060","flat",123.947,"WK","WK4","MSX3"
372,"T0000060","short",133.2346,"WK","WK4","MSX3"
373,"T0000060","flat",140.2741,"WK","WK4","MSX3"
374,"T0000060","unclear",143.6994,"WK","WK4","MSX3"
375,"T0000060","short",146.0991,"WK","WK4","MSX3"
376,"T0000060","short",147.9091,"WK","WK4","MSX3"
377,"T0000060","short",148.6156,"WK","WK4","MSX3"
378,"T0000060","unclear",161.1212,"WK","WK4","MSX3"
379,"T0000060","short",161.9635,"WK","WK4","MSX3"
380,"T0000060","short",170.0915,"WK","WK4","MSX3"
381,"T0000060","short-su",171.0714,"WK","WK4","MSX3"
382,"T0000060","flat",171.2337,"WK","WK4","MSX3"
383,"T0000060","complex",172.0217,"WK","WK4","MSX3"
384,"T0000060","flat",182.1388,"WK","WK4","MSX3"
385,"T0000060","flat",182.4297,"WK","WK4","MSX3"
386,"T0000060","complex",182.7246,"WK","WK4","MSX3"
387,"T0000060","flat",182.9739,"WK","WK4","MSX3"
388,"T0000060","inverted-u",184.2252,"WK","WK4","MSX3"
389,"T0000060","flat",184.4305,"WK","WK4","MSX3"
390,"T0000060","short",185.453,"WK","WK4","MSX3"
391,"T0000060","unclear",198.9795,"WK","WK4","MSX3"
392,"T0000060","unclear",199.1423,"WK","WK4","MSX3"
393,"T0000060","unclear",199.3333,"WK","WK4","MSX3"
394,"T0000060","unclear",199.513,"WK","WK4","MSX3"
395,"T0000060","unclear",199.6712,"WK","WK4","MSX3"
396,"T0000060","flat",199.8607,"WK","WK4","MSX3"
397,"T0000060","unclear",200.1587,"WK","WK4","MSX3"
398,"T0000060","complex",214.5372,"WK","WK4","MSX3"
399,"T0000060","step up",224.6174,"WK","WK4","MSX3"
400,"T0000060","step up",225.0746,"WK","WK4","MSX3"
401,"T0000060","short",226.0382,"WK","WK4","MSX3"
402,"T0000060","flat",226.5021,"WK","WK4","MSX3"
403,"T0000060","short",226.8794,"WK","WK4","MSX3"
404,"T0000060","step up",227.0428,"WK","WK4","MSX3"
405,"T0000060","flat",227.2665,"WK","WK4","MSX3"
406,"T0000060","flat",227.588,"WK","WK4","MSX3"
407,"T0000060","flat",227.9208,"WK","WK4","MSX3"
408,"T0000060","short",228.1277,"WK","WK4","MSX3"
409,"T0000060","flat",233.6322,"WK","WK4","MSX3"
410,"T0000060","flat",238.2592,"WK","WK4","MSX3"
411,"T0000060","short",238.4675,"WK","WK4","MSX3"
412,"T0000060","flat",238.5131,"WK","WK4","MSX3"
413,"T0000060","complex",238.6503,"WK","WK4","MSX3"
414,"T0000060","complex",270.1255,"WK","WK4","MSX3"
415,"T0000060","complex",270.4645,"WK","WK4","MSX3"
416,"T0000060","flat-mz",270.592,"WK","WK4","MSX3"
417,"T0000060","flat",270.8003,"WK","WK4","MSX3"
418,"T0000060","flat-z",271.061,"WK","WK4","MSX3"
419,"T0000060","flat",271.3425,"WK","WK4","MSX3"
420,"T0000060","flat",271.6497,"WK","WK4","MSX3"
421,"T0000060","short",282.6669,"WK","WK4","MSX3"
422,"T0000060","step up",283.0802,"WK","WK4","MSX3"
423,"T0000060","flat",283.4959,"WK","WK4","MSX3"
424,"T0000060","short",283.715,"WK","WK4","MSX3"
425,"T0000060","step down",283.9633,"WK","WK4","MSX3"
426,"T0000060","flat",295.3692,"WK","WK4","MSX3"
427,"T0000060","flat",295.4449,"WK","WK4","MSX3"
428,"T0000060","short",297.0582,"WK","WK4","MSX3"
429,"T0000060","step up",297.1177,"WK","WK4","MSX3"
430,"T0000060","flat",318.0963,"WK","WK4","MSX3"
431,"T0000060","flat",318.5198,"WK","WK4","MSX3"
432,"T0000060","flat",319.1137,"WK","WK4","MSX3"
433,"T0000060","short",335.0312,"WK","WK4","MSX3"
434,"T0000060","multi-step",335.6963,"WK","WK4","MSX3"
435,"T0000060","flat",336.0419,"WK","WK4","MSX3"
436,"T0000060","short",336.2949,"WK","WK4","MSX3"
437,"T0000060","short",336.5329,"WK","WK4","MSX3"
438,"T0000060","flat",336.794,"WK","WK4","MSX3"
439,"T0000060","short-c",337.8703,"WK","WK4","MSX3"
440,"T0000060","short",338.2225,"WK","WK4","MSX3"
441,"T0000060","flat-z",340.9187,"WK","WK4","MSX3"
442,"T0000060","step up",341.1732,"WK","WK4","MSX3"
443,"T0000060","flat",341.4215,"WK","WK4","MSX3"
444,"T0000060","flat-z",341.6662,"WK","WK4","MSX3"
445,"T0000060","flat",342.2038,"WK","WK4","MSX3"
446,"T0000060","flat",342.4599,"WK","WK4","MSX3"
447,"T0000060","flat",342.9913,"WK","WK4","MSX3"
448,"T0000060","flat",343.2391,"WK","WK4","MSX3"
449,"T0000060","flat",343.4721,"WK","WK4","MSX3"
450,"T0000060","step up",352.0875,"WK","WK4","MSX3"
451,"T0000060","complex",367.4255,"WK","WK4","MSX3"
452,"T0000060","flat",395.673,"WK","WK4","MSX3"
453,"T0000060","flat",395.7831,"WK","WK4","MSX3"
454,"T0000060","short-ur",396.0238,"WK","WK4","MSX3"
455,"T0000060","unclear",408.854,"WK","WK4","MSX3"
456,"T0000060","short",423.4501,"WK","WK4","MSX3"
457,"T0000060","flat",468.6847,"WK","WK4","MSX3"
458,"T0000060","flat",470.8797,"WK","WK4","MSX3"
459,"T0000060","flat",471.6062,"WK","WK4","MSX3"
460,"T0000060","flat",472.6266,"WK","WK4","MSX3"
461,"T0000060","short",473.4586,"WK","WK4","MSX3"
