label,duration,start.time,peak.freq(max),peak.freq(mean),peak.freq(minentire),peak.freq(maxentire),file.name
flat,0.0624,521.3829,51700,51700,50200,52700,T0000159
flat,0.0588,521.5877,50700,50200,48800,53200,T0000159
short,0.004,521.7059,75100,75100,74700,75600,T0000159
short,0.0025,572.2265,49300,48300,49300,49300,T0000159
flat,0.0752,585.3056,42900,42900,41900,44900,T0000159
short,0.0005,586.1893,64900,64900,64900,64900,T0000159
flat,0.0153,590.9652,48300,49300,47800,50200,T0000159
flat,0.0081,591.619,51700,51200,51200,52200,T0000159
flat,0.0179,591.6846,52700,52700,52200,53200,T0000159
short,0.0071,592.7577,46800,46800,45800,47800,T0000159
short,0.0092,593.0818,83900,83900,83400,84900,T0000159
short,0.001,593.4279,54100,54100,54100,54100,T0000159
flat,0.0194,593.6931,55600,54600,53700,55600,T0000159
flat,0.0286,593.8181,53700,53200,53200,53700,T0000159
short,0.0035,596.3361,,65900,119600,0,T0000159
short,0.0066,596.3986,52700,52200,51700,52700,T0000159
flat,0.0189,596.8414,46300,46300,44900,46800,T0000159
short,0.0097,597.1624,52700,52200,50700,53700,T0000159
short,0.0071,597.4251,67300,67800,67300,67300,T0000159
step up,0.0732,599.6313,46300,47800,43400,62500,T0000159
flat,0.0824,602.2215,43400,45400,42400,48300,T0000159
short,0.0081,602.5881,45400,44900,41900,45800,T0000159
flat,0.0215,603.1354,62900,62900,119600,0,T0000159
flat,0.043,605.6499,40500,40500,36600,41900,T0000159
flat,0.0875,605.9939,46300,46800,45400,48300,T0000159
flat,0.0189,606.2023,44900,44400,42400,45400,T0000159
short,0.0071,607.0584,63900,63400,62900,63900,T0000159
short,0.0051,607.4731,64900,64900,64900,65400,T0000159
flat,0.024,607.9923,46800,46800,44900,47300,T0000159
flat harmx,0.0926,608.7131,43900,43900,41500,44900,T0000159
flat,0.0389,608.8294,46800,46300,44400,46800,T0000159
short,0.0025,611.3295,62500,62000,62000,62500,T0000159
short,0.003,611.3684,64900,63900,63400,64900,T0000159
flat,0.0194,612.4134,44400,43900,42900,44900,T0000159
short,0.0056,613.8598,47300,47800,45400,48300,T0000159
flat harmx,0.0358,614.3226,45800,45800,44400,46800,T0000159
flat-z,0.0378,614.4829,44400,43900,32700,44400,T0000159
short,0.0056,615.1629,66800,66400,65900,67800,T0000159
short,0.0066,620.29,21900,76600,21900,77100,T0000159
short,0.003,620.3596,28800,83900,28800,84900,T0000159
short,0.004,621.2208,76100,76100,75600,76600,T0000159
short,0.0051,621.8731,79100,78600,78100,79100,T0000159
upward ramp,0.023,622.7077,48300,51700,44900,53200,T0000159
flat,0.0148,626.4463,46300,46300,45400,46800,T0000159
short,0.0087,641.4766,52200,52200,51700,52700,T0000159
short,0.0066,654.4414,92700,92700,92700,92700,T0000159
flat,0.0225,697.5989,20000,20000,20000,20500,T0000159
flat harmx,0.2698,716.9658,35600,35600,33200,36600,T0000159
flat,0.0542,717.3386,34600,34100,32700,35100,T0000159
flat harmx,0.153,717.5367,34600,35100,32700,36100,T0000159
flat,0.1111,717.8547,35100,34600,34100,35100,T0000159
flat,0.1187,718.0866,34100,34100,33200,34600,T0000159
flat,0.0752,718.359,34600,34100,33600,35100,T0000159
flat,0.0245,758.2551,42900,42400,42400,43400,T0000159
flat,0.043,758.3124,42900,41900,35600,43400,T0000159
short,0.0092,759.1495,51700,52700,51700,54100,T0000159
flat,0.0128,764.1553,45400,44900,44400,45800,T0000159
flat,0.1269,771.4365,48800,48800,46300,49800,T0000159
short,0.0112,772.0678,,46300,119600,0,T0000159
flat,0.0128,773.4993,43400,43400,119600,0,T0000159
short,0.0051,806.3876,43400,42900,119600,0,T0000159
flat,0.0716,808.1766,17000,16600,119600,0,T0000159
short,0.0046,808.3041,50200,50700,49800,51200,T0000159
flat,0.0256,809.7843,45400,44400,43400,49300,T0000159
flat,0.0394,809.923,45800,44900,44400,45800,T0000159
flat,0.0962,810.1063,47800,47800,45800,48800,T0000159
flat,0.0276,816.9057,45800,46300,45400,50200,T0000159
short,0.0076,837.7036,55100,55600,55100,55100,T0000159
short-c,0.0035,10.2277,89300,89300,88800,89300,T0000102
flat,0.023,26.3767,19000,20000,19000,20900,T0000102
short-dr,0.0066,56.8755,104400,104900,100500,107400,T0000102
short,0.0081,56.918,,64400,119600,0,T0000102
short,0.0071,79.5422,87800,87800,87800,87800,T0000102
short,0.0015,83.9633,21400,21400,20500,21400,T0000102
short,0.001,129.9517,28800,28800,28800,28800,T0000102
short,0.0015,130.2835,23400,23400,23400,23400,T0000102
short,0.0056,148.2158,,55100,119600,0,T0000102
flat,0.0378,148.4257,58500,58100,58500,58500,T0000102
short,0.004,151.7409,28300,28800,28300,28300,T0000102
flat,0.0609,195.0627,,25800,119600,0,T0000102
flat,0.0133,211.4611,53700,53700,53700,53700,T0000102
short,0.001,224.2416,104000,103500,103000,104900,T0000102
flat,0.0245,232.727,80500,80000,79100,80500,T0000102
flat,0.0337,271.5007,50200,50200,48800,51200,T0000102
flat,0.0808,328.025,58100,57600,50700,60000,T0000102
downward ramp,0.0573,344.5206,60500,57100,53700,65400,T0000102
short,0.0076,351.5965,49300,49300,48800,49300,T0000102
short,0.0087,361.1299,77600,78100,119600,0,T0000102
flat-z,0.0312,362.5354,51700,51700,51700,51700,T0000102
flat,0.023,362.7535,,45800,119600,0,T0000102
short,0.0097,362.9967,,46300,119600,0,T0000102
short,0.0092,391.0614,,45400,119600,0,T0000102
flat,0.0614,415.7782,24400,24900,24400,24400,T0000102
short-c,0.0066,438.4865,91700,92700,90800,93700,T0000102
flat,0.0394,504.452,54600,54100,53200,55100,T0000102
flat,0.0696,504.6814,57100,56600,52200,57600,T0000102
short,0.0066,565.8992,99600,99600,98600,99600,T0000102
complex,0.0266,577.838,95200,97100,93200,102000,T0000102
flat,0.0184,596.7549,58100,58100,57600,58500,T0000102
flat,0.0624,596.951,59000,58500,57100,62000,T0000102
inverted-u,0.0143,597.7845,101500,102000,95700,103000,T0000102
flat,0.023,598.5653,59500,62900,58500,63900,T0000102
flat,0.0122,599.0056,61500,61000,59500,62000,T0000102
flat,0.0614,599.1981,62500,59500,58100,62500,T0000102
flat,0.0353,599.4281,57100,57600,56600,59000,T0000102
short,0.0112,599.896,57600,57100,57600,57600,T0000102
short,0.0015,601.4735,,58100,119600,0,T0000102
flat,0.0337,602.4232,57100,58100,57100,58500,T0000102
flat,0.0179,605.4537,61500,61000,56600,62000,T0000102
short-c,0.0046,605.6545,100000,100500,99100,106400,T0000102
short,0.0035,606.8054,,60500,119600,0,T0000102
flat,0.0537,611.2604,56100,55600,52700,58100,T0000102
flat,0.0578,611.4887,57600,58500,54100,59500,T0000102
short-c,0.0081,617.9962,94200,95700,94200,97100,T0000102
short-c,0.0092,653.3724,105400,105900,103000,106900,T0000102
flat,0.0276,716.4769,84400,83900,119600,0,T0000102
flat,0.0199,731.8886,55600,56100,55600,55600,T0000102
short-c,0.0051,4.8901,100000,99600,90800,100500,T0000109
short-ur,0.003,5.1194,91700,91700,91700,94700,T0000109
short-ur,0.0046,5.3365,89300,89300,83900,89800,T0000109
short,0.0015,5.7451,87400,88300,87400,88800,T0000109
short,0.004,10.6004,89300,89800,88800,90300,T0000109
flat,0.0117,17.3352,88300,87800,87400,88300,T0000109
flat,0.0148,17.8657,89800,90300,88300,91300,T0000109
short,0.0046,18.6337,88800,88300,88800,93200,T0000109
short,0.0051,21.2065,87800,87800,86900,87800,T0000109
short,0.0005,21.7538,71700,71700,71700,72700,T0000109
short-ur,0.0015,22.0359,67300,67300,65900,68800,T0000109
short,0.0015,22.2894,87400,87400,87400,89300,T0000109
short,0.002,23.5642,93700,94200,93700,94200,T0000109
flat,0.0174,24.4249,,87400,119600,0,T0000109
flat,0.0168,26.7586,88300,88800,85900,89800,T0000109
short,0.0035,27.3858,93200,93200,91700,94200,T0000109
short,0.002,27.6295,87400,86900,85900,87800,T0000109
short,0.0025,34.7284,86400,87800,86400,88800,T0000109
flat,0.0522,42.9368,52700,53200,119600,0,T0000109
flat,0.0128,43.1892,,55600,119600,0,T0000109
short-c,0.004,51.0914,97600,97600,96100,98100,T0000109
short,0.0035,51.2906,90300,90300,90300,90300,T0000109
short,0.002,52.0197,88300,87800,86900,88800,T0000109
short,0.0046,52.5685,,85400,119600,0,T0000109
short,0.001,55.6154,87800,87800,87400,87800,T0000109
flat,0.0133,56.2652,77600,77600,119600,0,T0000109
short,0.001,57.7443,88800,88800,88800,89800,T0000109
short,0.002,58.1207,86400,86400,85400,86900,T0000109
short,0.0005,58.6234,84400,84400,84400,84400,T0000109
short,0.0025,64.5749,90300,90300,89300,90800,T0000109
short,0.004,78.4808,84400,83900,83400,84400,T0000109
short,0.0025,81.9205,,87800,119600,0,T0000109
short,0.0092,82.2722,89800,88800,89800,89800,T0000109
flat,0.0133,82.4647,88800,89300,87800,90300,T0000109
short,0.0061,90.3418,,53700,119600,0,T0000109
short,0.0081,90.8825,,76600,119600,0,T0000109
flat,0.0143,91.2614,,76600,119600,0,T0000109
inverted-u,0.0143,93.166,81000,82500,76600,83000,T0000109
short,0.0087,93.3478,,42400,119600,0,T0000109
short,0.0087,94.8689,,77100,119600,0,T0000109
inverted-u,0.0128,96.6435,79100,78600,76100,79500,T0000109
short,0.0056,116.014,,76600,119600,0,T0000109
short,0.003,128.8729,,85900,119600,0,T0000109
short-c,0.0035,135.0307,92700,91700,91700,92700,T0000109
flat,0.0215,139.8963,52200,52700,52200,52700,T0000109
flat,0.1776,147.0003,50200,50700,49300,52200,T0000109
short-c,0.0051,147.3121,78600,78100,78600,78600,T0000109
flat,0.0163,148.1139,50700,50700,50700,51200,T0000109
flat,0.0384,148.2946,49800,49800,48300,50700,T0000109
short,0.0005,148.523,75600,75600,75600,75600,T0000109
short,0.0071,148.9623,80000,79100,79500,80000,T0000109
flat,0.0931,152.6481,47300,47300,119600,0,T0000109
flat,0.0665,152.8944,49800,49800,48300,50200,T0000109
flat harmx,0.1669,153.3875,44400,43900,41000,46300,T0000109
flat,0.1474,158.8285,50200,49300,48300,52200,T0000109
short,0.0076,159.531,81500,81000,80500,82000,T0000109
short,0.003,159.9232,,83000,119600,0,T0000109
flat,0.107,160.1756,46300,46800,45400,48800,T0000109
short,0.0035,160.4264,,77100,119600,0,T0000109
flat,0.0107,160.6179,79100,79100,78100,80000,T0000109
flat,0.0143,160.8253,83000,82500,81500,83000,T0000109
flat,0.0486,161.6742,47800,48300,45400,49300,T0000109
short,0.0051,161.9056,78600,78600,77600,79100,T0000109
short,0.0015,166.0564,64400,64400,64400,65400,T0000109
short,0.0005,166.359,106400,106400,105400,106400,T0000109
short-c,0.0046,166.6647,100500,95700,96600,100500,T0000109
short,0.0081,166.9488,87400,87400,87400,87400,T0000109
short,0.004,167.5351,30700,31200,30700,31700,T0000109
flat,0.0153,175.3548,87800,87800,84400,88800,T0000109
flat,0.0143,178.1601,80500,80500,78600,81500,T0000109
short-ur,0.0051,178.5436,62900,62900,55600,63900,T0000109
short,0.002,179.2414,107400,106900,105900,107400,T0000109
flat,0.0204,190.3749,80000,80000,80000,80000,T0000109
short,0.0015,190.8131,,41500,119600,0,T0000109
short,0.0015,196.9925,,75100,119600,0,T0000109
short,0.0025,210.2215,61000,60500,61000,61000,T0000109
short,0.0092,216.5626,,70300,119600,0,T0000109
flat,0.0542,216.8145,,70300,119600,0,T0000109
flat,0.0143,217.0844,48300,48300,119600,0,T0000109
complex,0.064,217.131,69800,70300,69300,74700,T0000109
short,0.0015,220.9582,86400,86400,85400,86400,T0000109
short,0.0005,222.8817,,82000,119600,0,T0000109
short,0.001,230.2259,85900,85900,85900,85900,T0000109
flat,0.0322,240.3978,70800,70800,69800,71700,T0000109
short,0.0071,241.8206,74700,74200,74700,74700,T0000109
short,0.002,241.856,76600,76600,75600,77600,T0000109
short,0.0005,242.0592,74200,74200,73700,74200,T0000109
short,0.0081,247.7916,,52700,119600,0,T0000109
short,0.0051,256.1566,82500,83400,82500,82500,T0000109
short,0.0035,256.3793,,79100,119600,0,T0000109
step up,0.0757,270.8357,50700,50700,49300,73700,T0000109
short-c,0.0025,284.6366,88300,88800,86900,89300,T0000109
short,0.0097,294.7793,,71200,119600,0,T0000109
flat,0.0343,300.2695,67300,66800,66400,71700,T0000109
short-c,0.0071,344.367,88800,90300,87800,91300,T0000109
short,0.0066,349.121,,79500,119600,0,T0000109
short-c,0.0046,350.8592,,88800,119600,0,T0000109
short,0.0066,367.9226,,82500,119600,0,T0000109
short,0.002,397.5592,63400,62900,62500,63400,T0000109
short,0.003,424.13,96600,96600,95700,97100,T0000109
short,0.0087,505.8119,47300,47300,46800,47800,T0000109
flat,0.0138,506.5763,44400,44400,43400,44400,T0000109
short-su,0.0056,507.1877,51200,51200,51200,82000,T0000109
short,0.0056,536.6968,74200,73700,73200,74200,T0000109
short,0.003,551.7517,86400,86400,84400,87400,T0000109
short,0.001,554.1959,86900,86900,86400,86900,T0000109
short,0.0015,560.8406,97100,97100,96600,97600,T0000109
flat-z,0.0634,591.0118,53200,52700,48300,53200,T0000109
short,0.0102,591.2161,53700,53700,52200,54600,T0000109
flat,0.0204,591.4132,49300,49300,48300,49300,T0000109
flat,0.0517,591.5816,50200,49800,47800,50700,T0000109
step up,0.0307,591.7818,92200,56100,54600,92200,T0000109
short,0.002,592.0368,52200,52700,52200,52700,T0000109
short,0.004,593.0429,63900,63400,62900,63900,T0000109
flat,0.0168,593.4356,67300,68300,64400,69300,T0000109
flat,0.0307,593.518,50700,51200,50700,50700,T0000109
flat,0.0189,593.5759,76100,76100,72700,76600,T0000109
flat,0.0174,593.6419,66800,66400,63400,66800,T0000109
step up,0.0788,594.2246,50700,51200,45800,75100,T0000109
flat,0.0194,594.476,67800,69300,67300,68300,T0000109
flat,0.0322,594.69,48800,48800,47800,49800,T0000109
upward ramp,0.022,594.88,87400,86900,80500,87800,T0000109
short,0.002,595.8261,83000,82500,82500,83000,T0000109
short,0.0051,598.3037,48800,49300,48300,49800,T0000109
complex,0.0517,598.5341,64900,64400,62900,67300,T0000109
short,0.0087,598.7696,,61500,119600,0,T0000109
flat,0.0117,598.8613,83400,83400,83400,83900,T0000109
short,0.0035,599.6426,,77100,119600,0,T0000109
flat,0.0424,599.854,63400,62500,61000,63900,T0000109
short-c,0.0102,599.9426,89800,90300,85900,91300,T0000109
short,0.004,600.1269,56100,56600,52700,57600,T0000109
short,0.0035,600.3455,60500,60500,59500,61000,T0000109
short,0.0051,600.3809,55100,55100,53700,56100,T0000109
short,0.0035,600.4587,,56100,119600,0,T0000109
flat,0.0716,600.5032,61500,61000,57600,62500,T0000109
complex,0.0762,600.7178,55100,55100,46800,56600,T0000109
complex,0.1018,600.9512,51700,52200,48300,54100,T0000109
flat,0.0394,601.4003,54100,54100,51700,54600,T0000109
complex,0.0404,602.049,55600,59000,52200,59500,T0000109
short,0.002,602.284,45400,45800,45400,46300,T0000109
short,0.0112,602.6204,83900,83400,83400,84400,T0000109
short,0.002,603.0238,88300,88300,119600,0,T0000109
short-ur,0.0128,610.0551,58100,57600,58100,58100,T0000109
step up,0.0291,610.1406,59000,58100,58500,84900,T0000109
flat,0.0445,610.35,60000,59500,57600,60500,T0000109
short,0.0087,612.1948,,91300,119600,0,T0000109
complex,0.0988,612.3479,49300,48300,44400,56100,T0000109
complex,0.0614,612.5736,52200,51700,45800,52700,T0000109
flat,0.022,612.7785,51700,51700,49300,52200,T0000109
short-ur,0.0092,615.4511,57600,57100,52200,57600,T0000109
short,0.002,615.5161,,85400,119600,0,T0000109
upward ramp,0.0163,615.5858,91300,91300,79100,92200,T0000109
short,0.002,615.7629,,52700,119600,0,T0000109
short,0.0015,616.2565,,60500,119600,0,T0000109
flat,0.0189,616.8724,56600,56600,55600,57600,T0000109
short,0.0076,617.9291,,82000,119600,0,T0000109
short,0.004,618.0986,,83400,119600,0,T0000109
short,0.0025,619.7524,,84900,119600,0,T0000109
short,0.003,620.6213,,87400,88300,88300,T0000109
short,0.0112,628.2485,,89300,119600,0,T0000109
short,0.004,629.5198,,88800,119600,0,T0000109
short-ur,0.0051,629.6821,61500,60500,58500,61500,T0000109
short,0.0005,631.5601,95700,95700,95700,95700,T0000109
short-ur,0.0056,647.0999,,89800,119600,0,T0000109
flat-z,0.022,652.2752,53700,53200,52700,53700,T0000109
flat-z,0.0235,652.5122,57600,57100,49300,58500,T0000109
short,0.0076,652.9484,,54600,119600,0,T0000109
short,0.0046,653.0247,,48800,119600,0,T0000109
short,0.003,676.8752,,96600,119600,0,T0000109
flat,0.0122,680.6318,84900,85400,84900,85400,T0000109
short,0.002,682.3439,86900,86900,86400,86900,T0000109
short,0.0035,683.3223,,96100,94700,94700,T0000109
short,0.0035,686.5781,,91700,119600,0,T0000109
step down,0.0179,686.9406,85900,85900,52700,85900,T0000109
short,0.0015,687.9472,,84900,85400,85400,T0000109
short,0.004,749.953,,87800,119600,0,T0000109
short,0.0066,751.4634,87800,87400,86900,87800,T0000109
IDK,0.0317,756.6453,,108800,119600,0,T0000109
idk,0.0312,758.1404,,51700,119600,0,T0000109
flat,0.0128,762.351,,87400,119600,0,T0000109
flat,0.0122,767.0697,53200,54100,52200,55600,T0000109
downward ramp,0.0189,767.2525,80000,78100,80000,80000,T0000109
complex,0.023,767.4214,56600,55600,52700,56600,T0000109
flat,0.0107,767.617,52200,52200,52200,52700,T0000109
flat,0.0153,768.4874,52700,52700,47800,53200,T0000109
short-sd,0.0061,768.5247,49300,85400,48800,85900,T0000109
flat,0.0153,768.9221,85400,85400,81500,86400,T0000109
complex,0.0573,769.2984,53700,55600,46800,56600,T0000109
flat,0.0163,769.5313,54600,54600,53700,54600,T0000109
idk,0.0322,771.4017,,95700,119600,0,T0000109
flat,0.0138,783.2504,83400,83400,83400,83900,T0000109
flat,0.0117,784.3696,89800,90300,89300,89800,T0000109
short-dr,0.0061,789.8311,92700,93700,87800,92700,T0000109
short,0.0066,792.001,56100,56600,56100,56100,T0000109
short,0.0035,792.598,,60000,119600,0,T0000109
flat,0.0266,794.5589,,54100,119600,0,T0000109
idk,0.0215,796.0007,,67300,119600,0,T0000109
idk,0.0245,797.7932,,98100,119600,0,T0000109
idk,0.0829,798.9954,,72200,119600,0,T0000109
idk,0.1413,799.2714,,107900,119600,0,T0000109
short,0.0005,805.2894,106400,106400,106400,106900,T0000109
short-ur,0.0015,805.742,112700,106900,106400,113200,T0000109
short,0.0015,806.1737,114700,114200,113200,114700,T0000109
short-ur,0.0015,808.9753,105900,105900,101000,106900,T0000109
short,0.0015,810.35,95700,95700,95200,96100,T0000109
short,0.0005,810.8912,95200,95200,95200,95200,T0000109
idk,0.064,813.0048,,109300,119600,0,T0000109
idk,0.1003,813.3504,,67300,119600,0,T0000109
idk,0.2237,820.268,,107900,119600,0,T0000109
short,0.0046,822.2617,95200,95700,95200,96600,T0000109
short,0.004,823.8238,95200,95700,94700,97100,T0000109
short,0.0046,824.3143,91700,91700,91300,92200,T0000109
flat,0.0138,837.591,86400,86400,84900,86900,T0000109
flat,0.0138,837.785,88300,87800,87400,88800,T0000109
flat,0.0261,837.9463,88300,87800,84900,88300,T0000109
flat,0.0168,838.1337,86400,86400,84900,86900,T0000109
flat,0.0266,838.3242,85400,85900,84900,86900,T0000109
idk,0.1054,844.9223,,67300,119600,0,T0000109
idk,0.131,845.2976,,66800,119600,0,T0000109
idk,0.2503,845.6253,,67300,119600,0,T0000109
idk,0.0384,845.9821,,67300,119600,0,T0000109
short,0.0035,846.8392,,67300,119600,0,T0000109
idk,0.0742,853.3063,,67300,119600,0,T0000109
idk,0.2416,853.5905,20900,66800,20900,20900,T0000109
step down,0.064,853.9289,,44900,119600,0,T0000109
short,0.001,854.6406,107400,106900,105400,107900,T0000109
short,0.0015,855.4147,98100,98600,98100,98100,T0000109
short,0.002,856.0988,105400,105900,105400,106900,T0000109
short,0.003,856.7183,98100,97600,95700,98600,T0000109
idk,0.1674,856.7639,,67300,119600,0,T0000109
short,0.0035,857.2144,96600,97100,95700,98100,T0000109
short-ur,0.0035,857.7346,97100,96600,95200,100500,T0000109
short,0.0046,864.9236,86400,86400,85900,86900,T0000109
short,0.0025,866.6142,88800,88800,87800,89800,T0000109
idk,0.2508,870.2633,,67300,119600,0,T0000109
idk,0.0133,871.8463,,96100,119600,0,T0000109
idk,0.0512,871.9063,,109300,119600,0,T0000109
short,0.003,875.478,81000,81000,81000,81000,T0000109
short,0.001,875.7324,107400,106900,106400,107400,T0000109
short,0.0025,876.1477,106900,106400,105900,106900,T0000109
short,0.0035,876.5859,88300,88300,88300,89300,T0000109
short,0.004,877.2587,91300,90800,90800,91300,T0000109
short,0.0051,877.3391,,84400,119600,0,T0000109
flat,0.0317,881.8242,,54100,119600,0,T0000109
short,0.002,881.9246,70800,70300,67800,70800,T0000109
short,0.0112,882.8339,,86400,119600,0,T0000109
short,0.0035,882.9414,,99100,119600,0,T0000109
idk,0.0645,893.6622,,73700,119600,0,T0000109
short-c,0.0035,1.2221,104400,104900,101500,105900,T0000138
short-c,0.0035,2.9245,87400,87800,86400,88800,T0000138
short,0.002,3.2855,93200,93700,93200,94200,T0000138
short-ur,0.0056,4.3801,94200,98100,92200,99100,T0000138
short-c,0.002,4.5793,100500,99600,98100,100500,T0000138
short-c,0.0035,4.8768,103500,108300,101000,109300,T0000138
short-c,0.003,5.1179,101000,101000,99600,101500,T0000138
short-c,0.004,5.3893,102500,103500,100000,104400,T0000138
short,0.0015,7.4193,89300,89300,88800,90300,T0000138
