"unique.id","file.name","label","start.time","strain","rat.id","recording"
1702,"T0000085","flat-z ov short",477.9248,"SD","SD22","MBT"
1703,"T0000085","flat-z",478.1265,"SD","SD22","MBT"
1704,"T0000085","flat",478.3047,"SD","SD22","MBT"
1705,"T0000085","flat",478.422,"SD","SD22","MBT"
1706,"T0000085","flat",478.5924,"SD","SD22","MBT"
1707,"T0000085","flat",478.9273,"SD","SD22","MBT"
1708,"T0000085","flat",479.2816,"SD","SD22","MBT"
1709,"T0000085","flat",480.8903,"SD","SD22","MBT"
1710,"T0000085","flat",481.2661,"SD","SD22","MBT"
1711,"T0000085","flat",481.4678,"SD","SD22","MBT"
1712,"T0000085","flat",481.7904,"SD","SD22","MBT"
1713,"T0000085","flat",482.006,"SD","SD22","MBT"
1714,"T0000085","flat",482.1816,"SD","SD22","MBT"
1715,"T0000085","flat",482.6925,"SD","SD22","MBT"
1716,"T0000085","flat-z under flat",482.9609,"SD","SD22","MBT"
1717,"T0000085","flat",483.3735,"SD","SD22","MBT"
1718,"T0000085","short",483.755,"SD","SD22","MBT"
1719,"T0000085","flat-z under short",483.927,"SD","SD22","MBT"
1720,"T0000085","flat under flat",484.1615,"SD","SD22","MBT"
1721,"T0000085","flat",484.3463,"SD","SD22","MBT"
1723,"T0000085","flat",484.6566,"SD","SD22","MBT"
1724,"T0000085","flat",484.8598,"SD","SD22","MBT"
1729,"T0000085","short",486.0277,"SD","SD22","MBT"
1731,"T0000085","step down",486.273,"SD","SD22","MBT"
1732,"T0000085","flat",486.3718,"SD","SD22","MBT"
1733,"T0000085","flat",486.6636,"SD","SD22","MBT"
1734,"T0000085","flat-z under short",486.8812,"SD","SD22","MBT"
1735,"T0000085","flat",487.3861,"SD","SD22","MBT"
1736,"T0000085","flat under flat",487.595,"SD","SD22","MBT"
1737,"T0000085","flat",487.8095,"SD","SD22","MBT"
1738,"T0000085","flat",487.9923,"SD","SD22","MBT"
1739,"T0000085","flat",488.1925,"SD","SD22","MBT"
1740,"T0000085","flat",488.3711,"SD","SD22","MBT"
1741,"T0000085","flat",488.5437,"SD","SD22","MBT"
1742,"T0000085","flat",488.7413,"SD","SD22","MBT"
1743,"T0000085","flat",488.9267,"SD","SD22","MBT"
1744,"T0000085","flat-z",489.133,"SD","SD22","MBT"
1745,"T0000085","flat",491.3715,"SD","SD22","MBT"
1746,"T0000085","flat under flat",491.4908,"SD","SD22","MBT"
1747,"T0000085","flat",491.5927,"SD","SD22","MBT"
1748,"T0000085","flat",491.7094,"SD","SD22","MBT"
1749,"T0000085","flat",491.8179,"SD","SD22","MBT"
1750,"T0000085","flat",491.9797,"SD","SD22","MBT"
1751,"T0000085","flat under flat",492.0852,"SD","SD22","MBT"
1752,"T0000085","step up",492.2762,"SD","SD22","MBT"
1753,"T0000085","short",492.4134,"SD","SD22","MBT"
1754,"T0000085","flat",492.5905,"SD","SD22","MBT"
1755,"T0000085","unclear",492.7575,"SD","SD22","MBT"
1756,"T0000085","flat",492.8189,"SD","SD22","MBT"
1757,"T0000085","step up",492.9786,"SD","SD22","MBT"
1758,"T0000085","flat",493.1926,"SD","SD22","MBT"
1759,"T0000085","flat",493.4103,"SD","SD22","MBT"
1760,"T0000085","flat",493.4635,"SD","SD22","MBT"
1761,"T0000085","short",493.6361,"SD","SD22","MBT"
1762,"T0000085","short",493.675,"SD","SD22","MBT"
1763,"T0000085","short",493.7098,"SD","SD22","MBT"
1764,"T0000085","flat",493.7492,"SD","SD22","MBT"
1765,"T0000085","flat",493.8306,"SD","SD22","MBT"
1766,"T0000085","short",493.9494,"SD","SD22","MBT"
1767,"T0000085","short",494.1951,"SD","SD22","MBT"
1768,"T0000085","flat",494.5612,"SD","SD22","MBT"
1769,"T0000085","flat",494.8951,"SD","SD22","MBT"
1770,"T0000085","short",495.4127,"SD","SD22","MBT"
1771,"T0000085","flat",495.9334,"SD","SD22","MBT"
1772,"T0000085","flat",496.1387,"SD","SD22","MBT"
1773,"T0000085","short",496.8493,"SD","SD22","MBT"
1774,"T0000085","short",497.1412,"SD","SD22","MBT"
1775,"T0000085","flat",497.1996,"SD","SD22","MBT"
1776,"T0000085","short",497.2641,"SD","SD22","MBT"
1777,"T0000085","flat",497.3639,"SD","SD22","MBT"
1778,"T0000085","short",497.4673,"SD","SD22","MBT"
1779,"T0000085","upward ramp",497.6491,"SD","SD22","MBT"
1780,"T0000085","flat over flat",497.8554,"SD","SD22","MBT"
1781,"T0000085","flat",498.0346,"SD","SD22","MBT"
1782,"T0000085","short",498.2809,"SD","SD22","MBT"
1783,"T0000085","flat",498.3214,"SD","SD22","MBT"
1784,"T0000085","flat",498.5098,"SD","SD22","MBT"
1785,"T0000085","flat",498.6163,"SD","SD22","MBT"
1786,"T0000085","short",498.7059,"SD","SD22","MBT"
1787,"T0000085","flat-mz",498.8252,"SD","SD22","MBT"
1788,"T0000085","flat",498.9777,"SD","SD22","MBT"
1789,"T0000085","flat",499.0929,"SD","SD22","MBT"
1790,"T0000085","flat",499.2962,"SD","SD22","MBT"
1791,"T0000085","flat",499.3792,"SD","SD22","MBT"
1792,"T0000085","flat",500.1502,"SD","SD22","MBT"
1793,"T0000085","flat",502.2566,"SD","SD22","MBT"
1794,"T0000085","short",502.4829,"SD","SD22","MBT"
1795,"T0000085","flat",502.681,"SD","SD22","MBT"
1796,"T0000085","flat-z",502.9002,"SD","SD22","MBT"
1798,"T0000085","flat",503.7301,"SD","SD22","MBT"
1799,"T0000085","flat",503.9743,"SD","SD22","MBT"
1800,"T0000085","flat",504.2135,"SD","SD22","MBT"
1802,"T0000085","flat",504.6655,"SD","SD22","MBT"
1803,"T0000085","flat",504.8867,"SD","SD22","MBT"
1804,"T0000085","flat",505.3808,"SD","SD22","MBT"
1805,"T0000085","flat",505.838,"SD","SD22","MBT"
1806,"T0000085","flat",506.2917,"SD","SD22","MBT"
1807,"T0000085","flat",506.4611,"SD","SD22","MBT"
1808,"T0000085","flat",506.519,"SD","SD22","MBT"
1809,"T0000085","flat",506.7617,"SD","SD22","MBT"
1810,"T0000085","short",506.817,"SD","SD22","MBT"
1811,"T0000085","flat",506.9742,"SD","SD22","MBT"
1812,"T0000085","flat over flat",507.139,"SD","SD22","MBT"
1813,"T0000085","flat-mz over flat",507.3858,"SD","SD22","MBT"
1814,"T0000085","flat",507.5834,"SD","SD22","MBT"
1815,"T0000085","flat",507.7918,"SD","SD22","MBT"
1816,"T0000085","flat",507.8794,"SD","SD22","MBT"
1817,"T0000085","flat",508.1087,"SD","SD22","MBT"
1818,"T0000085","flat-z",508.1881,"SD","SD22","MBT"
1819,"T0000085","short",508.3545,"SD","SD22","MBT"
1820,"T0000085","flat",508.4385,"SD","SD22","MBT"
1821,"T0000085","flat",508.5296,"SD","SD22","MBT"
1822,"T0000085","flat",508.7641,"SD","SD22","MBT"
1823,"T0000085","flat",509.2014,"SD","SD22","MBT"
1824,"T0000085","upward ramp",510.5628,"SD","SD22","MBT"
1825,"T0000085","short",511.1167,"SD","SD22","MBT"
1826,"T0000085","short",511.5325,"SD","SD22","MBT"
1827,"T0000085","flat",512.7766,"SD","SD22","MBT"
1828,"T0000085","flat",512.8601,"SD","SD22","MBT"
1829,"T0000085","flat-mz",516.7626,"SD","SD22","MBT"
1830,"T0000085","flat",518.2909,"SD","SD22","MBT"
1831,"T0000085","flat",518.5357,"SD","SD22","MBT"
1832,"T0000085","short",518.6119,"SD","SD22","MBT"
1833,"T0000085","flat-mz",519.4475,"SD","SD22","MBT"
1834,"T0000085","flat",520.2805,"SD","SD22","MBT"
1835,"T0000085","flat-z",520.4746,"SD","SD22","MBT"
1836,"T0000085","flat",520.6574,"SD","SD22","MBT"
1837,"T0000085","flat",520.8596,"SD","SD22","MBT"
1838,"T0000085","flat-z",521.0808,"SD","SD22","MBT"
1840,"T0000085","flat",521.408,"SD","SD22","MBT"
1841,"T0000085","flat",521.5999,"SD","SD22","MBT"
1842,"T0000085","flat",521.7791,"SD","SD22","MBT"
1843,"T0000085","flat",524.6105,"SD","SD22","MBT"
1844,"T0000085","flat",524.8563,"SD","SD22","MBT"
1845,"T0000085","flat",525.9658,"SD","SD22","MBT"
1846,"T0000085","flat",526.1823,"SD","SD22","MBT"
1847,"T0000085","flat",528.6917,"SD","SD22","MBT"
1848,"T0000085","flat",530.137,"SD","SD22","MBT"
1849,"T0000085","flat",530.6905,"SD","SD22","MBT"
1850,"T0000085","short",530.7412,"SD","SD22","MBT"
1851,"T0000085","complex",530.8978,"SD","SD22","MBT"
1852,"T0000085","flat",531.0259,"SD","SD22","MBT"
1853,"T0000085","flat",531.0986,"SD","SD22","MBT"
1854,"T0000085","flat",531.3474,"SD","SD22","MBT"
1855,"T0000085","flat",531.7719,"SD","SD22","MBT"
1856,"T0000085","flat",534.0016,"SD","SD22","MBT"
1857,"T0000085","flat",534.0682,"SD","SD22","MBT"
1858,"T0000085","flat",534.2525,"SD","SD22","MBT"
1859,"T0000085","flat",534.3303,"SD","SD22","MBT"
1860,"T0000085","flat und flat",534.4425,"SD","SD22","MBT"
1861,"T0000085","complex under flat-z",534.679,"SD","SD22","MBT"
1862,"T0000085","flat under flat-mz",534.9074,"SD","SD22","MBT"
1863,"T0000085","flat over flat",535.0778,"SD","SD22","MBT"
1864,"T0000085","flat",535.3794,"SD","SD22","MBT"
1865,"T0000085","short",535.5765,"SD","SD22","MBT"
1866,"T0000085","flat",535.6246,"SD","SD22","MBT"
1867,"T0000085","flat",535.7573,"SD","SD22","MBT"
1868,"T0000085","flat",535.8238,"SD","SD22","MBT"
1869,"T0000085","flat-z",536.0307,"SD","SD22","MBT"
1870,"T0000085","flat-z",536.2365,"SD","SD22","MBT"
1871,"T0000085","flat over flat",536.4454,"SD","SD22","MBT"
1872,"T0000085","flat",536.5775,"SD","SD22","MBT"
1873,"T0000085","flat",536.8734,"SD","SD22","MBT"
1874,"T0000085","upward ramp under flat",537.0465,"SD","SD22","MBT"
1875,"T0000085","flat under flat",537.2564,"SD","SD22","MBT"
1876,"T0000085","flat",537.4346,"SD","SD22","MBT"
1877,"T0000085","flat",538.1293,"SD","SD22","MBT"
1878,"T0000085","flat",539.8333,"SD","SD22","MBT"
1879,"T0000085","flat",540.0847,"SD","SD22","MBT"
1880,"T0000085","flat",540.1892,"SD","SD22","MBT"
1881,"T0000085","flat over flat",540.333,"SD","SD22","MBT"
1882,"T0000085","flat-z",540.6807,"SD","SD22","MBT"
1883,"T0000085","flat over flat-z",541.1384,"SD","SD22","MBT"
1884,"T0000085","flat",541.3954,"SD","SD22","MBT"
1885,"T0000085","downward ramp",541.526,"SD","SD22","MBT"
1886,"T0000085","flat",546.6547,"SD","SD22","MBT"
1887,"T0000085","flat",547.8865,"SD","SD22","MBT"
1888,"T0000085","flat",548.2296,"SD","SD22","MBT"
1889,"T0000085","flat",549.9509,"SD","SD22","MBT"
1890,"T0000085","flat",550.6652,"SD","SD22","MBT"
1891,"T0000085","flat-z",553.515,"SD","SD22","MBT"
1892,"T0000085","flat",554.6485,"SD","SD22","MBT"
1893,"T0000085","flat",554.7622,"SD","SD22","MBT"
1894,"T0000085","flat-z",555.0438,"SD","SD22","MBT"
1895,"T0000085","flat-z under flat",555.179,"SD","SD22","MBT"
1896,"T0000085","flat-z",555.5235,"SD","SD22","MBT"
1897,"T0000085","short",555.991,"SD","SD22","MBT"
1898,"T0000085","flat",556.4426,"SD","SD22","MBT"
1899,"T0000085","flat",557.5516,"SD","SD22","MBT"
1900,"T0000085","short",574.6806,"SD","SD22","MBT"
1901,"T0000085","flat",575.2017,"SD","SD22","MBT"
1902,"T0000085","short",576.8197,"SD","SD22","MBT"
1903,"T0000085","short",577.0869,"SD","SD22","MBT"
1905,"T0000085","inverted-u",584.4285,"SD","SD22","MBT"
1906,"T0000085","flat",584.8376,"SD","SD22","MBT"
1907,"T0000085","flat",585.2364,"SD","SD22","MBT"
1908,"T0000085","flat",586.3741,"SD","SD22","MBT"
1909,"T0000085","flat-z",586.7008,"SD","SD22","MBT"
1910,"T0000085","flat",586.9276,"SD","SD22","MBT"
1911,"T0000085","flat",587.9792,"SD","SD22","MBT"
1912,"T0000085","short",588.249,"SD","SD22","MBT"
1913,"T0000085","step down",588.3474,"SD","SD22","MBT"
1915,"T0000085","step down under complex",589.0908,"SD","SD22","MBT"
1916,"T0000085","flat under short-ur",589.3309,"SD","SD22","MBT"
1917,"T0000085","short",589.5603,"SD","SD22","MBT"
1918,"T0000085","complex",589.6453,"SD","SD22","MBT"
1919,"T0000085","short",589.997,"SD","SD22","MBT"
1920,"T0000085","complex",590.2494,"SD","SD22","MBT"
1921,"T0000085","flat",590.5223,"SD","SD22","MBT"
1923,"T0000085","flat",594.0203,"SD","SD22","MBT"
1924,"T0000085","flat",609.8186,"SD","SD22","MBT"
1925,"T0000085","flat-mz",610.7504,"SD","SD22","MBT"
1926,"T0000085","flat under flat-z",611.3464,"SD","SD22","MBT"
1927,"T0000085","flat",611.6464,"SD","SD22","MBT"
1928,"T0000085","flat",612.5245,"SD","SD22","MBT"
1929,"T0000085","flat-z",612.7114,"SD","SD22","MBT"
1930,"T0000085","short-ur",613.2474,"SD","SD22","MBT"
1931,"T0000085","flat",613.4476,"SD","SD22","MBT"
1932,"T0000085","flat",613.718,"SD","SD22","MBT"
1933,"T0000085","flat-z",613.8101,"SD","SD22","MBT"
1934,"T0000085","flat",616.0891,"SD","SD22","MBT"
1935,"T0000085","short",616.3742,"SD","SD22","MBT"
1936,"T0000085","flat",617.3649,"SD","SD22","MBT"
1937,"T0000085","flat",617.8416,"SD","SD22","MBT"
1938,"T0000085","flat",618.0239,"SD","SD22","MBT"
1940,"T0000085","short",618.3045,"SD","SD22","MBT"
1941,"T0000085","flat",618.4284,"SD","SD22","MBT"
1942,"T0000085","flat",618.5876,"SD","SD22","MBT"
1943,"T0000085","flat",618.6588,"SD","SD22","MBT"
1944,"T0000085","flat under flat",618.8057,"SD","SD22","MBT"
1945,"T0000085","flat",618.9951,"SD","SD22","MBT"
1946,"T0000085","flat-z",619.2363,"SD","SD22","MBT"
1947,"T0000085","flat",619.5036,"SD","SD22","MBT"
1948,"T0000085","flat",619.7468,"SD","SD22","MBT"
1949,"T0000085","flat",619.9547,"SD","SD22","MBT"
1950,"T0000085","flat-z",620.0924,"SD","SD22","MBT"
1951,"T0000085","flat-mz",620.1671,"SD","SD22","MBT"
1952,"T0000085","flat-z",620.4006,"SD","SD22","MBT"
1953,"T0000085","flat-mz",620.6407,"SD","SD22","MBT"
1954,"T0000085","flat",620.8696,"SD","SD22","MBT"
1955,"T0000085","flat",620.9495,"SD","SD22","MBT"
1956,"T0000085","flat",621.0636,"SD","SD22","MBT"
1957,"T0000085","flat-z",621.3063,"SD","SD22","MBT"
1958,"T0000085","flat-z",621.4901,"SD","SD22","MBT"
1959,"T0000085","flat-z",621.6878,"SD","SD22","MBT"
1960,"T0000085","flat-z",621.892,"SD","SD22","MBT"
1961,"T0000085","flat",624.4925,"SD","SD22","MBT"
1962,"T0000085","flat",627.2368,"SD","SD22","MBT"
1963,"T0000085","flat",627.693,"SD","SD22","MBT"
1964,"T0000085","flat",628.3535,"SD","SD22","MBT"
1965,"T0000085","flat",629.6678,"SD","SD22","MBT"
1966,"T0000085","flat",631.8786,"SD","SD22","MBT"
1967,"T0000085","flat",633.4935,"SD","SD22","MBT"
1968,"T0000085","flat",634.0208,"SD","SD22","MBT"
1969,"T0000085","flat",657.088,"SD","SD22","MBT"
1970,"T0000085","flat",658.0203,"SD","SD22","MBT"
1971,"T0000085","flat",659.1856,"SD","SD22","MBT"
1972,"T0000085","flat",671.2084,"SD","SD22","MBT"
1973,"T0000085","flat",671.5294,"SD","SD22","MBT"
1974,"T0000085","flat",671.8361,"SD","SD22","MBT"
1975,"T0000085","flat",673.879,"SD","SD22","MBT"
1976,"T0000085","downward ramp",673.9501,"SD","SD22","MBT"
1977,"T0000085","complex",674.4703,"SD","SD22","MBT"
1978,"T0000085","short",675.478,"SD","SD22","MBT"
1979,"T0000085","flat",677.763,"SD","SD22","MBT"
1980,"T0000085","flat",678.2254,"SD","SD22","MBT"
1981,"T0000085","flat",678.7015,"SD","SD22","MBT"
1982,"T0000085","flat",678.7548,"SD","SD22","MBT"
1983,"T0000085","short",682.0136,"SD","SD22","MBT"
1984,"T0000085","short over flat",682.0828,"SD","SD22","MBT"
1985,"T0000085","complex",682.9803,"SD","SD22","MBT"
1986,"T0000085","flat",685.4471,"SD","SD22","MBT"
1987,"T0000085","flat",688.6994,"SD","SD22","MBT"
1988,"T0000085","flat",689.2774,"SD","SD22","MBT"
1989,"T0000085","flat",698.457,"SD","SD22","MBT"
1990,"T0000085","complex",704.7894,"SD","SD22","MBT"
1991,"T0000085","short",706.1754,"SD","SD22","MBT"
1992,"T0000085","short",706.2271,"SD","SD22","MBT"
1993,"T0000085","inverted-u",710.148,"SD","SD22","MBT"
1994,"T0000085","short",713.729,"SD","SD22","MBT"
1995,"T0000085","flat",714.0807,"SD","SD22","MBT"
1996,"T0000085","complex under flat",723.4216,"SD","SD22","MBT"
1997,"T0000085","flat",723.7872,"SD","SD22","MBT"
1998,"T0000085","flat",723.8861,"SD","SD22","MBT"
1999,"T0000085","flat",724.119,"SD","SD22","MBT"
2000,"T0000085","flat",724.3919,"SD","SD22","MBT"
2001,"T0000085","flat",724.6351,"SD","SD22","MBT"
2002,"T0000085","flat",726.1777,"SD","SD22","MBT"
2003,"T0000085","flat",726.296,"SD","SD22","MBT"
2004,"T0000085","flat",737.4576,"SD","SD22","MBT"
2005,"T0000085","flat",746.0874,"SD","SD22","MBT"
2006,"T0000085","flat und flat",746.328,"SD","SD22","MBT"
2007,"T0000085","flat",746.54,"SD","SD22","MBT"
2008,"T0000085","flat under short",746.6367,"SD","SD22","MBT"
2009,"T0000085","flat-mz",746.7622,"SD","SD22","MBT"
2010,"T0000085","flat",746.8871,"SD","SD22","MBT"
2011,"T0000085","flat under flat",747.032,"SD","SD22","MBT"
2012,"T0000085","flat-mz",747.2476,"SD","SD22","MBT"
2013,"T0000085","flat",747.5379,"SD","SD22","MBT"
2014,"T0000085","flat",747.7427,"SD","SD22","MBT"
2015,"T0000085","flat-z",748.1287,"SD","SD22","MBT"
2016,"T0000085","flat",748.3919,"SD","SD22","MBT"
2017,"T0000085","flat",748.6453,"SD","SD22","MBT"
2018,"T0000085","flat",748.7651,"SD","SD22","MBT"
2019,"T0000085","flat",748.9561,"SD","SD22","MBT"
2020,"T0000085","flat\",749.1026,"SD","SD22","MBT"
2021,"T0000085","flat",749.5526,"SD","SD22","MBT"
2022,"T0000085","flat",749.8378,"SD","SD22","MBT"
2023,"T0000085","trill",751.7142,"SD","SD22","MBT"
2024,"T0000085","flat",753.9384,"SD","SD22","MBT"
2025,"T0000085","flat",756.9008,"SD","SD22","MBT"
2026,"T0000085","flat-z",757.0897,"SD","SD22","MBT"
2027,"T0000085","flat",757.3898,"SD","SD22","MBT"
2028,"T0000085","flat",769.5851,"SD","SD22","MBT"
2029,"T0000085","flat",777.728,"SD","SD22","MBT"
2030,"T0000085","flat",787.0382,"SD","SD22","MBT"
2031,"T0000085","short",787.2071,"SD","SD22","MBT"
2032,"T0000085","flat",787.3684,"SD","SD22","MBT"
2033,"T0000085","flat",787.673,"SD","SD22","MBT"
2034,"T0000085","flat-mz",787.7329,"SD","SD22","MBT"
2035,"T0000085","flat",788.0816,"SD","SD22","MBT"
2036,"T0000085","flat",788.5516,"SD","SD22","MBT"
2037,"T0000085","flat",788.8762,"SD","SD22","MBT"
2038,"T0000085","flat",789.5429,"SD","SD22","MBT"
2039,"T0000085","flat",790.208,"SD","SD22","MBT"
2040,"T0000085","complex",796.1026,"SD","SD22","MBT"
2041,"T0000085","flat",803.6674,"SD","SD22","MBT"
2042,"T0000085","flat",803.9536,"SD","SD22","MBT"
2043,"T0000085","flat",804.2255,"SD","SD22","MBT"
2044,"T0000085","flat",804.4569,"SD","SD22","MBT"
2045,"T0000085","flat",804.6264,"SD","SD22","MBT"
2046,"T0000085","flat over flat",804.6955,"SD","SD22","MBT"
2047,"T0000085","flat",804.7856,"SD","SD22","MBT"
2048,"T0000085","complex",804.8317,"SD","SD22","MBT"
2049,"T0000085","flat over flat",805.0913,"SD","SD22","MBT"
2050,"T0000085","flat-z over flat",805.3427,"SD","SD22","MBT"
2051,"T0000085","flat-z",805.6115,"SD","SD22","MBT"
2052,"T0000085","flat",805.8183,"SD","SD22","MBT"
2053,"T0000085","flat-mz",805.9043,"SD","SD22","MBT"
2054,"T0000085","flat under flat-mz",806.1649,"SD","SD22","MBT"
2055,"T0000085","flat",806.4066,"SD","SD22","MBT"
2056,"T0000085","flat",806.635,"SD","SD22","MBT"
2057,"T0000085","flat",806.8485,"SD","SD22","MBT"
2058,"T0000085","flat",807.6523,"SD","SD22","MBT"
2059,"T0000085","flat-z",808.3225,"SD","SD22","MBT"
2060,"T0000085","flat",808.3957,"SD","SD22","MBT"
2061,"T0000085","flat",808.6502,"SD","SD22","MBT"
2062,"T0000085","flat",816.5263,"SD","SD22","MBT"
2063,"T0000085","flat-z",816.7337,"SD","SD22","MBT"
2064,"T0000085","flat",816.9774,"SD","SD22","MBT"
2065,"T0000085","flat",818.2435,"SD","SD22","MBT"
2066,"T0000085","flat",818.4335,"SD","SD22","MBT"
2067,"T0000085","unclear",818.6762,"SD","SD22","MBT"
2068,"T0000085","flat-z",818.8247,"SD","SD22","MBT"
2069,"T0000085","flat-z over flat-z",819.0484,"SD","SD22","MBT"
2070,"T0000085","flat-z over flat",819.2829,"SD","SD22","MBT"
2071,"T0000085","flat over flat",819.5307,"SD","SD22","MBT"
2072,"T0000085","flat",819.7493,"SD","SD22","MBT"
2073,"T0000085","flat",820.0028,"SD","SD22","MBT"
2074,"T0000085","flat over flat",820.5076,"SD","SD22","MBT"
2075,"T0000085","flat-mz",820.6909,"SD","SD22","MBT"
2076,"T0000085","flat",820.9714,"SD","SD22","MBT"
2077,"T0000085","flat under flat",821.1906,"SD","SD22","MBT"
2078,"T0000085","flat-z",821.3079,"SD","SD22","MBT"
2079,"T0000085","flat",821.3847,"SD","SD22","MBT"
2080,"T0000085","flat",821.4487,"SD","SD22","MBT"
2081,"T0000085","flat",821.6965,"SD","SD22","MBT"
2082,"T0000085","flat",822.9114,"SD","SD22","MBT"
2083,"T0000085","flat",823.1946,"SD","SD22","MBT"
2085,"T0000085","short",823.7138,"SD","SD22","MBT"
2086,"T0000085","flat",823.8417,"SD","SD22","MBT"
2087,"T0000085","flat",824.0634,"SD","SD22","MBT"
2088,"T0000085","flat",824.5032,"SD","SD22","MBT"
2089,"T0000085","flat",831.1275,"SD","SD22","MBT"
2090,"T0000085","flat",831.3441,"SD","SD22","MBT"
2091,"T0000085","flat-z",831.5177,"SD","SD22","MBT"
2092,"T0000085","flat-z",831.723,"SD","SD22","MBT"
2093,"T0000085","flat",831.897,"SD","SD22","MBT"
2094,"T0000085","flat",832.0926,"SD","SD22","MBT"
2095,"T0000085","flat",832.3297,"SD","SD22","MBT"
2096,"T0000085","flat",836.8957,"SD","SD22","MBT"
2097,"T0000085","flat",837.3616,"SD","SD22","MBT"
2098,"T0000085","flat",838.0318,"SD","SD22","MBT"
2099,"T0000085","flat",838.1511,"SD","SD22","MBT"
2100,"T0000085","flat",838.3006,"SD","SD22","MBT"
2101,"T0000085","flat",838.3651,"SD","SD22","MBT"
2102,"T0000085","flat",838.5664,"SD","SD22","MBT"
2103,"T0000085","short under flat",839.0051,"SD","SD22","MBT"
2104,"T0000085","flat over flat",839.1987,"SD","SD22","MBT"
2105,"T0000085","flat",839.791,"SD","SD22","MBT"
2106,"T0000085","flat",840.0993,"SD","SD22","MBT"
2107,"T0000085","flat",840.2283,"SD","SD22","MBT"
2108,"T0000085","flat",840.3804,"SD","SD22","MBT"
2109,"T0000085","flat",840.5007,"SD","SD22","MBT"
2110,"T0000085","flat",843.3244,"SD","SD22","MBT"
2111,"T0000085","flat",846.8695,"SD","SD22","MBT"
2112,"T0000085","flat-z",847.0333,"SD","SD22","MBT"
2113,"T0000085","flat",847.255,"SD","SD22","MBT"
2114,"T0000085","flat",847.4624,"SD","SD22","MBT"
2115,"T0000085","flat",847.8837,"SD","SD22","MBT"
2116,"T0000085","flat",849.324,"SD","SD22","MBT"
2117,"T0000085","flat-z",849.5165,"SD","SD22","MBT"
2118,"T0000085","flat",849.6983,"SD","SD22","MBT"
2119,"T0000085","short",849.9338,"SD","SD22","MBT"
2120,"T0000085","flat",850.3326,"SD","SD22","MBT"
2121,"T0000085","flat",850.7094,"SD","SD22","MBT"
2122,"T0000085","flat-z",850.8974,"SD","SD22","MBT"
2123,"T0000085","flat",855.064,"SD","SD22","MBT"
2124,"T0000085","flat",898.7499,"SD","SD22","MBT"
2125,"T0000085","flat",913.7648,"SD","SD22","MBT"
2126,"T0000085","flat",1033.3214,"SD","SD22","MBT"
2127,"T0000085","short",1033.5754,"SD","SD22","MBT"
2128,"T0000085","flat",1033.7633,"SD","SD22","MBT"
2129,"T0000085","flat",1049.7033,"SD","SD22","MBT"
2130,"T0000085","flat",1051.5753,"SD","SD22","MBT"
2131,"T0000085","flat",1051.6674,"SD","SD22","MBT"
2132,"T0000085","flat",1175.6303,"SD","SD22","MBT"
2133,"T0000085","flat",1186.8809,"SD","SD22","MBT"
2134,"T0000085","flat over flat",1187.0412,"SD","SD22","MBT"
2135,"T0000085","flat",1187.2092,"SD","SD22","MBT"
2136,"T0000085","flat",1187.2773,"SD","SD22","MBT"
2137,"T0000085","flat",1188.0463,"SD","SD22","MBT"
2138,"T0000085","flat",1189.8265,"SD","SD22","MBT"
