"file.name","behavior","label","strain","rat.id","recording","usv.count","total","percent"
"T0000091","Retrieval","flat-z","WK","WK21","MBT",5,284,0.0176056338028169
"T0000096","Retrieval","flat-z","WK","WK2A3C1","MBT",27,156,0.173076923076923
"T0000105","Retrieval","flat-z","SD","SD17","MBT",53,614,0.0863192182410423
"T0000124","Retrieval","flat-z","WK","WK26","MBT",7,117,0.0598290598290598
"T0000141","Retrieval","flat-z","SD","SD24","MBT",51,414,0.123188405797101
"T0000152","Retrieval","flat-z","SD","SD25E4","MBT",90,1035,0.0869565217391304
"T0000155","Retrieval","flat-z","SD","SD17E3","MBT",79,946,0.0835095137420719
"T0000185","Retrieval","flat-z","WK","WK29E2","MBT",26,269,0.0966542750929368
"T0000190","Retrieval","flat-z","WK","WK34G1","MBT",18,373,0.0482573726541555
"T0000195","Retrieval","flat-z","SD","SD31E5","MBT",28,217,0.129032258064516
"T0000228","Retrieval","flat-z","WK","WK77","MBT",11,237,0.0464135021097046
"T0000242","Retrieval","flat-z","SD","SD76","MBT",31,420,0.0738095238095238
"T0000254","Retrieval","flat-z","SD","SD78","MBT",23,360,0.0638888888888889
"T0000303","Retrieval","flat-z","WK","WK95","MBT",1,147,0.00680272108843537
"T0000085","Hover","flat-z","SD","SD22","MBT",136,1319,0.103108415466262
"T0000091","Hover","flat-z","WK","WK21","MBT",7,118,0.0593220338983051
"T0000096","Hover","flat-z","WK","WK2A3C1","MBT",1,18,0.0555555555555556
"T0000105","Hover","flat-z","SD","SD17","MBT",7,317,0.0220820189274448
"T0000124","Hover","flat-z","WK","WK26","MBT",25,357,0.0700280112044818
"T0000141","Hover","flat-z","SD","SD24","MBT",16,140,0.114285714285714
"T0000152","Hover","flat-z","SD","SD25E4","MBT",14,381,0.036745406824147
"T0000155","Hover","flat-z","SD","SD17E3","MBT",43,624,0.0689102564102564
"T0000185","Hover","flat-z","WK","WK29E2","MBT",3,40,0.075
"T0000190","Hover","flat-z","WK","WK34G1","MBT",6,84,0.0714285714285714
"T0000195","Hover","flat-z","SD","SD31E5","MBT",6,158,0.0379746835443038
"T0000228","Hover","flat-z","WK","WK77","MBT",2,64,0.03125
"T0000242","Hover","flat-z","SD","SD76","MBT",19,284,0.0669014084507042
"T0000254","Hover","flat-z","SD","SD78","MBT",2,169,0.0118343195266272
"T0000303","Hover","flat-z","WK","WK95","MBT",0,62,0
"T0000085","LKP","flat-z","SD","SD22","MBT",13,80,0.1625
"T0000091","LKP","flat-z","WK","WK21","MBT",8,102,0.0784313725490196
"T0000096","LKP","flat-z","WK","WK2A3C1","MBT",0,16,0
"T0000105","LKP","flat-z","SD","SD17","MBT",4,230,0.0173913043478261
"T0000124","LKP","flat-z","WK","WK26","MBT",0,29,0
"T0000141","LKP","flat-z","SD","SD24","MBT",0,5,0
"T0000152","LKP","flat-z","SD","SD25E4","MBT",0,57,0
"T0000155","LKP","flat-z","SD","SD17E3","MBT",0,6,0
"T0000185","LKP","flat-z","WK","WK29E2","MBT",0,0,NA
"T0000190","LKP","flat-z","WK","WK34G1","MBT",0,1,0
"T0000195","LKP","flat-z","SD","SD31E5","MBT",1,12,0.0833333333333333
"T0000228","LKP","flat-z","WK","WK77","MBT",0,10,0
"T0000242","LKP","flat-z","SD","SD76","MBT",0,0,NA
"T0000254","LKP","flat-z","SD","SD78","MBT",0,0,NA
"T0000303","LKP","flat-z","WK","WK95","MBT",1,13,0.0769230769230769
"T0000085","Retrieval","short","SD","SD22","MBT",96,1874,0.0512273212379936
"T0000091","Retrieval","short","WK","WK21","MBT",62,284,0.21830985915493
"T0000096","Retrieval","short","WK","WK2A3C1","MBT",23,156,0.147435897435897
"T0000105","Retrieval","short","SD","SD17","MBT",46,614,0.0749185667752443
"T0000124","Retrieval","short","WK","WK26","MBT",16,117,0.136752136752137
"T0000141","Retrieval","short","SD","SD24","MBT",9,414,0.0217391304347826
"T0000152","Retrieval","short","SD","SD25E4","MBT",136,1035,0.131400966183575
"T0000155","Retrieval","short","SD","SD17E3","MBT",72,946,0.0761099365750529
"T0000185","Retrieval","short","WK","WK29E2","MBT",29,269,0.107806691449814
"T0000190","Retrieval","short","WK","WK34G1","MBT",25,373,0.0670241286863271
"T0000195","Retrieval","short","SD","SD31E5","MBT",11,217,0.0506912442396313
"T0000228","Retrieval","short","WK","WK77","MBT",28,237,0.118143459915612
"T0000242","Retrieval","short","SD","SD76","MBT",40,420,0.0952380952380952
"T0000254","Retrieval","short","SD","SD78","MBT",14,360,0.0388888888888889
"T0000303","Retrieval","short","WK","WK95","MBT",22,147,0.149659863945578
"T0000085","Hover","short","SD","SD22","MBT",145,1319,0.109931766489765
"T0000091","Hover","short","WK","WK21","MBT",31,118,0.26271186440678
"T0000096","Hover","short","WK","WK2A3C1","MBT",4,18,0.222222222222222
"T0000105","Hover","short","SD","SD17","MBT",48,317,0.151419558359621
"T0000124","Hover","short","WK","WK26","MBT",75,357,0.210084033613445
"T0000141","Hover","short","SD","SD24","MBT",21,140,0.15
"T0000152","Hover","short","SD","SD25E4","MBT",61,381,0.16010498687664
"T0000155","Hover","short","SD","SD17E3","MBT",46,624,0.0737179487179487
"T0000185","Hover","short","WK","WK29E2","MBT",6,40,0.15
"T0000190","Hover","short","WK","WK34G1","MBT",11,84,0.130952380952381
"T0000195","Hover","short","SD","SD31E5","MBT",15,158,0.0949367088607595
"T0000228","Hover","short","WK","WK77","MBT",8,64,0.125
"T0000242","Hover","short","SD","SD76","MBT",49,284,0.172535211267606
"T0000254","Hover","short","SD","SD78","MBT",43,169,0.254437869822485
"T0000303","Hover","short","WK","WK95","MBT",24,62,0.387096774193548
"T0000085","LKP","short","SD","SD22","MBT",3,80,0.0375
"T0000091","LKP","short","WK","WK21","MBT",22,102,0.215686274509804
"T0000096","LKP","short","WK","WK2A3C1","MBT",13,16,0.8125
"T0000105","LKP","short","SD","SD17","MBT",51,230,0.221739130434783
"T0000124","LKP","short","WK","WK26","MBT",12,29,0.413793103448276
"T0000141","LKP","short","SD","SD24","MBT",0,5,0
"T0000152","LKP","short","SD","SD25E4","MBT",8,57,0.140350877192982
"T0000155","LKP","short","SD","SD17E3","MBT",0,6,0
"T0000185","LKP","short","WK","WK29E2","MBT",0,0,NA
"T0000190","LKP","short","WK","WK34G1","MBT",0,1,0
"T0000195","LKP","short","SD","SD31E5","MBT",0,12,0
"T0000228","LKP","short","WK","WK77","MBT",4,10,0.4
"T0000242","LKP","short","SD","SD76","MBT",0,0,NA
"T0000254","LKP","short","SD","SD78","MBT",0,0,NA
"T0000303","LKP","short","WK","WK95","MBT",4,13,0.307692307692308
"T0000085","Retrieval","downward ramp","SD","SD22","MBT",0,1874,0
"T0000091","Retrieval","downward ramp","WK","WK21","MBT",0,284,0
"T0000096","Retrieval","downward ramp","WK","WK2A3C1","MBT",8,156,0.0512820512820513
"T0000105","Retrieval","downward ramp","SD","SD17","MBT",3,614,0.00488599348534202
"T0000124","Retrieval","downward ramp","WK","WK26","MBT",1,117,0.00854700854700855
"T0000141","Retrieval","downward ramp","SD","SD24","MBT",2,414,0.00483091787439614
"T0000152","Retrieval","downward ramp","SD","SD25E4","MBT",6,1035,0.00579710144927536
"T0000155","Retrieval","downward ramp","SD","SD17E3","MBT",1,946,0.00105708245243129
"T0000185","Retrieval","downward ramp","WK","WK29E2","MBT",0,269,0
"T0000190","Retrieval","downward ramp","WK","WK34G1","MBT",4,373,0.0107238605898123
"T0000195","Retrieval","downward ramp","SD","SD31E5","MBT",0,217,0
"T0000228","Retrieval","downward ramp","WK","WK77","MBT",2,237,0.00843881856540084
"T0000242","Retrieval","downward ramp","SD","SD76","MBT",1,420,0.00238095238095238
"T0000254","Retrieval","downward ramp","SD","SD78","MBT",1,360,0.00277777777777778
"T0000303","Retrieval","downward ramp","WK","WK95","MBT",0,147,0
"T0000085","Hover","downward ramp","SD","SD22","MBT",2,1319,0.00151630022744503
"T0000091","Hover","downward ramp","WK","WK21","MBT",0,118,0
"T0000096","Hover","downward ramp","WK","WK2A3C1","MBT",1,18,0.0555555555555556
"T0000105","Hover","downward ramp","SD","SD17","MBT",1,317,0.00315457413249211
"T0000124","Hover","downward ramp","WK","WK26","MBT",7,357,0.0196078431372549
"T0000141","Hover","downward ramp","SD","SD24","MBT",4,140,0.0285714285714286
"T0000152","Hover","downward ramp","SD","SD25E4","MBT",3,381,0.0078740157480315
"T0000155","Hover","downward ramp","SD","SD17E3","MBT",1,624,0.0016025641025641
"T0000185","Hover","downward ramp","WK","WK29E2","MBT",0,40,0
"T0000190","Hover","downward ramp","WK","WK34G1","MBT",5,84,0.0595238095238095
"T0000195","Hover","downward ramp","SD","SD31E5","MBT",1,158,0.00632911392405063
"T0000228","Hover","downward ramp","WK","WK77","MBT",0,64,0
"T0000242","Hover","downward ramp","SD","SD76","MBT",0,284,0
"T0000254","Hover","downward ramp","SD","SD78","MBT",1,169,0.00591715976331361
"T0000303","Hover","downward ramp","WK","WK95","MBT",0,62,0
"T0000085","LKP","downward ramp","SD","SD22","MBT",0,80,0
"T0000091","LKP","downward ramp","WK","WK21","MBT",0,102,0
"T0000096","LKP","downward ramp","WK","WK2A3C1","MBT",1,16,0.0625
"T0000105","LKP","downward ramp","SD","SD17","MBT",7,230,0.0304347826086957
"T0000124","LKP","downward ramp","WK","WK26","MBT",0,29,0
"T0000141","LKP","downward ramp","SD","SD24","MBT",0,5,0
"T0000152","LKP","downward ramp","SD","SD25E4","MBT",7,57,0.12280701754386
"T0000155","LKP","downward ramp","SD","SD17E3","MBT",0,6,0
"T0000185","LKP","downward ramp","WK","WK29E2","MBT",0,0,NA
"T0000190","LKP","downward ramp","WK","WK34G1","MBT",0,1,0
"T0000195","LKP","downward ramp","SD","SD31E5","MBT",0,12,0
"T0000228","LKP","downward ramp","WK","WK77","MBT",0,10,0
"T0000242","LKP","downward ramp","SD","SD76","MBT",0,0,NA
"T0000254","LKP","downward ramp","SD","SD78","MBT",0,0,NA
"T0000303","LKP","downward ramp","WK","WK95","MBT",0,13,0
"T0000085","Retrieval","inverted-u","SD","SD22","MBT",3,1874,0.0016008537886873
"T0000091","Retrieval","inverted-u","WK","WK21","MBT",4,284,0.0140845070422535
"T0000096","Retrieval","inverted-u","WK","WK2A3C1","MBT",0,156,0
"T0000105","Retrieval","inverted-u","SD","SD17","MBT",3,614,0.00488599348534202
"T0000124","Retrieval","inverted-u","WK","WK26","MBT",3,117,0.0256410256410256
"T0000141","Retrieval","inverted-u","SD","SD24","MBT",0,414,0
"T0000152","Retrieval","inverted-u","SD","SD25E4","MBT",16,1035,0.0154589371980676
"T0000155","Retrieval","inverted-u","SD","SD17E3","MBT",4,946,0.00422832980972516
"T0000185","Retrieval","inverted-u","WK","WK29E2","MBT",3,269,0.0111524163568773
"T0000190","Retrieval","inverted-u","WK","WK34G1","MBT",11,373,0.0294906166219839
"T0000195","Retrieval","inverted-u","SD","SD31E5","MBT",1,217,0.00460829493087558
"T0000228","Retrieval","inverted-u","WK","WK77","MBT",20,237,0.0843881856540084
"T0000242","Retrieval","inverted-u","SD","SD76","MBT",2,420,0.00476190476190476
"T0000254","Retrieval","inverted-u","SD","SD78","MBT",2,360,0.00555555555555556
"T0000303","Retrieval","inverted-u","WK","WK95","MBT",4,147,0.0272108843537415
"T0000085","Hover","inverted-u","SD","SD22","MBT",3,1319,0.00227445034116755
"T0000091","Hover","inverted-u","WK","WK21","MBT",4,118,0.0338983050847458
"T0000096","Hover","inverted-u","WK","WK2A3C1","MBT",1,18,0.0555555555555556
"T0000105","Hover","inverted-u","SD","SD17","MBT",1,317,0.00315457413249211
"T0000124","Hover","inverted-u","WK","WK26","MBT",9,357,0.0252100840336134
"T0000141","Hover","inverted-u","SD","SD24","MBT",6,140,0.0428571428571429
"T0000152","Hover","inverted-u","SD","SD25E4","MBT",13,381,0.0341207349081365
"T0000155","Hover","inverted-u","SD","SD17E3","MBT",3,624,0.00480769230769231
"T0000185","Hover","inverted-u","WK","WK29E2","MBT",0,40,0
"T0000190","Hover","inverted-u","WK","WK34G1","MBT",3,84,0.0357142857142857
"T0000195","Hover","inverted-u","SD","SD31E5","MBT",7,158,0.0443037974683544
"T0000228","Hover","inverted-u","WK","WK77","MBT",8,64,0.125
"T0000242","Hover","inverted-u","SD","SD76","MBT",3,284,0.0105633802816901
"T0000254","Hover","inverted-u","SD","SD78","MBT",3,169,0.0177514792899408
"T0000303","Hover","inverted-u","WK","WK95","MBT",2,62,0.032258064516129
"T0000085","LKP","inverted-u","SD","SD22","MBT",0,80,0
"T0000091","LKP","inverted-u","WK","WK21","MBT",1,102,0.00980392156862745
"T0000096","LKP","inverted-u","WK","WK2A3C1","MBT",0,16,0
"T0000105","LKP","inverted-u","SD","SD17","MBT",10,230,0.0434782608695652
"T0000124","LKP","inverted-u","WK","WK26","MBT",0,29,0
"T0000141","LKP","inverted-u","SD","SD24","MBT",0,5,0
"T0000152","LKP","inverted-u","SD","SD25E4","MBT",2,57,0.0350877192982456
"T0000155","LKP","inverted-u","SD","SD17E3","MBT",0,6,0
"T0000185","LKP","inverted-u","WK","WK29E2","MBT",0,0,NA
"T0000190","LKP","inverted-u","WK","WK34G1","MBT",0,1,0
"T0000195","LKP","inverted-u","SD","SD31E5","MBT",0,12,0
"T0000228","LKP","inverted-u","WK","WK77","MBT",1,10,0.1
"T0000242","LKP","inverted-u","SD","SD76","MBT",0,0,NA
"T0000254","LKP","inverted-u","SD","SD78","MBT",0,0,NA
"T0000303","LKP","inverted-u","WK","WK95","MBT",0,13,0
"T0000085","Retrieval","short-c","SD","SD22","MBT",2,1874,0.00106723585912487
"T0000091","Retrieval","short-c","WK","WK21","MBT",8,284,0.028169014084507
"T0000096","Retrieval","short-c","WK","WK2A3C1","MBT",2,156,0.0128205128205128
"T0000105","Retrieval","short-c","SD","SD17","MBT",1,614,0.00162866449511401
"T0000124","Retrieval","short-c","WK","WK26","MBT",8,117,0.0683760683760684
"T0000141","Retrieval","short-c","SD","SD24","MBT",0,414,0
"T0000152","Retrieval","short-c","SD","SD25E4","MBT",12,1035,0.0115942028985507
"T0000155","Retrieval","short-c","SD","SD17E3","MBT",5,946,0.00528541226215645
"T0000185","Retrieval","short-c","WK","WK29E2","MBT",10,269,0.0371747211895911
"T0000190","Retrieval","short-c","WK","WK34G1","MBT",14,373,0.0375335120643432
"T0000195","Retrieval","short-c","SD","SD31E5","MBT",2,217,0.00921658986175115
"T0000228","Retrieval","short-c","WK","WK77","MBT",17,237,0.0717299578059072
"T0000242","Retrieval","short-c","SD","SD76","MBT",5,420,0.0119047619047619
"T0000254","Retrieval","short-c","SD","SD78","MBT",8,360,0.0222222222222222
"T0000303","Retrieval","short-c","WK","WK95","MBT",14,147,0.0952380952380952
"T0000085","Hover","short-c","SD","SD22","MBT",2,1319,0.00151630022744503
"T0000091","Hover","short-c","WK","WK21","MBT",4,118,0.0338983050847458
"T0000096","Hover","short-c","WK","WK2A3C1","MBT",1,18,0.0555555555555556
"T0000105","Hover","short-c","SD","SD17","MBT",1,317,0.00315457413249211
